,words,polarity_score,count_up,count_down,total
419,민간기업/NNG,0.6500122581312769,23.0,49.0,72.0
420,주담/NNG,0.5193032714418354,6.0,16.0,22.0
421,대중교통/NNG,0.3590244839597874,7.0,27.0,34.0
422,순매수우위/NNG,0.4327527262015295,5.0,16.0,21.0
423,고시금리/NNG,0.480443842966596,17.0,49.0,66.0
424,가시권/NNG,0.4327527262015295,5.0,16.0,21.0
425,캐쉬백/NNG,0.384669089956915,25.0,90.0,115.0
426,주목도/NNG,0.5539234895379578,6.0,15.0,21.0
427,安定/NNG,0.076933817991383,1.0,18.0,19.0
428,외형/NNG;성장/NNG,0.7253759982044686,11.0,21.0,32.0
429,그림자/NNG,0.7331340302708266,9.0,17.0,26.0
430,이행/NNG,0.6924043619224473,115.0,230.0,345.0
431,장애/NNG,0.6036345719323899,17.0,39.0,56.0
432,건너/VV,0.532618739940344,5.0,13.0,18.0
433,수출/NNG;제한/NNG,0.5934894530763833,6.0,14.0,20.0
434,점포/NNG,0.2543526227470214,9.0,49.0,58.0
435,세무/NNG,0.2967447265381916,3.0,14.0,17.0
436,기일/NNG,0.761644798114692,11.0,20.0,31.0
437,물류센터/NNG,0.2359303751735746,23.0,135.0,158.0
438,거버넌스/NNG,0.266309369970172,5.0,26.0,31.0
439,대중화/NNG,0.325837346787034,4.0,17.0,21.0
440,재미있/VA,0.6924043619224473,16.0,32.0,48.0
441,퇴출/NNG,0.5262273150610599,19.0,50.0,69.0
442,장부가/NNG,0.4945745442303194,10.0,28.0,38.0
443,분열/NNG,0.6093158384917536,11.0,25.0,36.0
444,선진시장/NNG,0.5665126597547296,18.0,44.0,62.0
445,인원/NNG,0.5350397342128002,17.0,44.0,61.0
446,계약금융/NNG,0.5110603623713301,31.0,84.0,115.0
447,시기상조/NNG,0.738564652717277,40.0,75.0,115.0
448,관망세/NNG,0.676048353373098,124.0,254.0,378.0
449,알려졌/VV,0.6997703657726861,95.0,188.0,283.0
450,공모발행/NNG,0.4373080180562824,6.0,19.0,25.0
451,타협안/NNG,0.1846411631793193,2.0,15.0,17.0
452,절반/NNG,0.7273742791912577,156.0,297.0,453.0
453,찬반/NNG,0.6058538166821413,7.0,16.0,23.0
454,대차대조표/NNG;축소/NNG,0.240836299799112,4.0,23.0,27.0
455,불확실성/NNG;증대/NNG,0.6924043619224473,13.0,26.0,39.0
456,지원/NNG,0.6873162710816209,1621.0,3266.0,4887.0
457,캐피털사/NNG,0.240836299799112,4.0,23.0,27.0
458,공언/NNG,0.63470399842891,11.0,24.0,35.0
459,재정/NNG;악화/NNG,0.6924043619224473,8.0,16.0,24.0
460,가상화폐/NNG,0.3673982328568087,13.0,49.0,62.0
461,모기업/NNG,0.4793568659463096,9.0,26.0,35.0
462,개인사업자/NNG,0.6137220480676238,39.0,88.0,127.0
463,조명/NNG,0.3846690899569151,5.0,18.0,23.0
464,전입/NNG,0.7456662359164816,7.0,13.0,20.0
465,중수익/NNG,0.2443780100902755,3.0,17.0,20.0
466,리뉴얼/NNG,0.2769617447689789,3.0,15.0,18.0
467,터지/VV,0.7077911255207239,23.0,45.0,68.0
468,완결/NNG,0.4260949919522752,4.0,13.0,17.0
469,인도분/NNG,0.1978298176921277,5.0,35.0,40.0
470,원고/NNG,0.4616029079482981,6.0,18.0,24.0
471,제동/NNG,0.7212545436692158,25.0,48.0,73.0
472,워크아웃/NNG,0.3360197638741288,66.0,272.0,338.0
473,수요/NNG;인플레이션/NNG;압력/NNG,0.7331340302708266,9.0,17.0,26.0
474,선택지/NNG,0.536054989875443,12.0,31.0,43.0
475,일회성/NNG,0.240836299799112,4.0,23.0,27.0
476,개통/NNG,0.329716362820213,15.0,63.0,78.0
477,피스/NNG,0.072884669676047,1.0,19.0,20.0
478,복귀/NNG,0.6231639257302024,63.0,140.0,203.0
479,수면/NNG,0.6924043619224473,17.0,34.0,51.0
480,자랑/NNG,0.4616029079482981,7.0,21.0,28.0
481,경기/NNG;불황/NNG,0.3846690899569151,5.0,18.0,23.0
482,인도량/NNG,0.2596516357209177,3.0,16.0,19.0
483,경영전략/NNG,0.5539234895379578,6.0,15.0,21.0
484,어닝쇼크/NNG,0.6685283494423628,28.0,58.0,86.0
485,접수/NNG,0.5385367259396812,56.0,144.0,200.0
486,국채교환/NNG,0.2915386787041883,4.0,19.0,23.0
487,글로벌/NNG;수요/NNG;둔화/NNG,0.4945745442303194,5.0,14.0,19.0
488,투표/NNG,0.6597980623305314,172.0,361.0,533.0
489,부동산신탁/NNG,0.6924043619224471,7.0,14.0,21.0
490,까다롭/VA,0.7418618163454792,15.0,28.0,43.0
491,카페/NNG,0.329716362820213,5.0,21.0,26.0
492,애플리케이션/NNG,0.6462440711276174,7.0,15.0,22.0
493,취소/NNG,0.4911240241542939,61.0,172.0,233.0
494,공약/NNG,0.7129200467201494,139.0,270.0,409.0
495,증정/NNG,0.6294585108385884,10.0,22.0,32.0
496,긴급/NNG,0.536054989875443,48.0,124.0,172.0
497,수출국/NNG,0.5598162926181488,38.0,94.0,132.0
498,좁혀졌/VV,0.4793568659463096,9.0,26.0,35.0
499,이견/NNG,0.7011689740986807,40.0,79.0,119.0
500,예상/NNG;밑돌/VV,0.6154705439310643,8.0,18.0,26.0
501,상공회의소/NNG,0.3665670151354133,9.0,34.0,43.0
502,운수/NNG,0.6187443234200593,42.0,94.0,136.0
503,경기/NNG;악화/NNG,0.5193032714418354,9.0,24.0,33.0
504,건물/NNG,0.6362634677125192,51.0,111.0,162.0
505,전망/NNG;낙관/NNG,0.7553502130063061,6.0,11.0,17.0
506,궤적/NNG,0.3859303000879214,17.0,61.0,78.0
507,수당/NNG,0.6154705439310642,12.0,27.0,39.0
508,대출/NNG;제한/NNG,0.3956596353842556,4.0,14.0,18.0
509,자산가/NNG,0.2596516357209177,3.0,16.0,19.0
510,구별/NNG,0.4327527262015295,5.0,16.0,21.0
511,마찰/NNG,0.7573172708526766,35.0,64.0,99.0
512,풍림/NNG,0.6462440711276174,7.0,15.0,22.0
513,평생/NNG,0.1318865451280852,2.0,21.0,23.0
514,산한/NNG,0.534140507768745,27.0,70.0,97.0
515,자발/NNG,0.5539234895379578,30.0,75.0,105.0
516,준비/NNG,0.6497010092047633,213.0,454.0,667.0
517,길잡이/NNG,0.5858806139343785,11.0,26.0,37.0
518,프라/NNG,0.5385367259396812,14.0,36.0,50.0
519,성장/NNG;하방/NNG;위험/NNG,0.4103136959540428,8.0,27.0,35.0
520,논의/NNG,0.7654279477414602,435.0,787.0,1222.0
521,충돌/NNG,0.6477331127661603,29.0,62.0,91.0
522,금융투자/NNG,0.6283493328459212,103.0,227.0,330.0
523,이마/NNG,0.7385646527172772,8.0,15.0,23.0
524,모이/VV,0.4203883625957715,17.0,56.0,73.0
525,기하/VV,0.7356796345426001,17.0,32.0,49.0
526,리스트/NNG,0.7423716870096342,52.0,97.0,149.0
527,수습/NNG,0.6391424879284128,6.0,13.0,19.0
528,리스크오프/NNG,0.6924043619224473,9.0,18.0,27.0
529,연습장/NNG,0.3010453747488901,5.0,23.0,28.0
530,하락/NNG;그치/VV,0.532618739940344,5.0,13.0,18.0
531,다이/NNG,0.3692823263586386,4.0,15.0,19.0
532,설계/NNG,0.5673869076864498,59.0,144.0,203.0
533,융자금/NNG,0.4616029079482982,8.0,24.0,32.0
534,대명/NNG,0.6058538166821413,7.0,16.0,23.0
535,화재/NNG,0.676301934900995,42.0,86.0,128.0
536,임신/NNG,0.325837346787034,4.0,17.0,21.0
537,소유권/NNG,0.3665670151354133,9.0,34.0,43.0
538,오퍼레이션/NNG,0.5641813319368089,11.0,27.0,38.0
539,손쉽/VA,0.3010453747488901,10.0,46.0,56.0
540,브렉시트/NNG,0.4726098327279893,229.0,671.0,900.0
541,매체/NNG,0.6321952869726692,21.0,46.0,67.0
542,프로/NNG,0.3736785445295747,17.0,63.0,80.0
543,고용/NNG;확대/NNG,0.761644798114692,11.0,20.0,31.0
544,쏠린다/VV,0.6924043619224473,9.0,18.0,27.0
545,관광객수/NNG,0.162918673393517,2.0,17.0,19.0
546,센트/NNG,0.6046347949181934,31.0,71.0,102.0
547,특공/NNG,0.0553923489537957,1.0,25.0,26.0
548,이용률/NNG,0.7553502130063061,6.0,11.0,17.0
549,트럼프리스크/NNG,0.4406209575870118,7.0,22.0,29.0
550,로직/NNG,0.2443780100902755,3.0,17.0,20.0
551,존속/NNG,0.3692823263586386,4.0,15.0,19.0
552,금리/NNG;최대/NNG,0.4103136959540428,8.0,27.0,35.0
553,브루킹스연구소/NNG,0.6391424879284128,6.0,13.0,19.0
554,뱅킹/NNG,0.1731010904806118,6.0,48.0,54.0
555,배상/NNG,0.1553056512723246,12.0,107.0,119.0
556,선두/NNG,0.7517533072300855,19.0,35.0,54.0
557,일대일로/NNG,0.6924043619224473,8.0,16.0,24.0
558,최대한/MAG,0.7385646527172772,8.0,15.0,23.0
559,훈풍/NNG,0.4673729442976518,27.0,80.0,107.0
560,혼란/NNG,0.7166143046470084,74.0,143.0,217.0
561,닛케이/NNG,0.3313117645757946,89.0,372.0,461.0
562,바란다/VV,0.5737064713071706,29.0,70.0,99.0
563,고금리/NNG;부담/NNG,0.6058538166821413,7.0,16.0,23.0
564,후보군/NNG,0.6391424879284128,6.0,13.0,19.0
565,인기/NNG,0.5965329887331854,84.0,195.0,279.0
566,감정/NNG,0.3462021809612236,4.0,16.0,20.0
567,회관/NNG,0.5193032714418354,24.0,64.0,88.0
568,영업일/NNG,0.7313034833787645,47.0,89.0,136.0
569,매파/NNG;통화/NNG;긴축/NNG;선호/NNG,0.1597856219821032,3.0,26.0,29.0
570,중후반대/NNG,0.7553502130063061,12.0,22.0,34.0
571,설비투자지수/NNG,0.532618739940344,5.0,13.0,18.0
572,노동통계국/NNG,0.651674693574068,8.0,17.0,25.0
573,장기물/NNG;하락/NNG,0.7553502130063061,6.0,11.0,17.0
574,명절/NNG,0.7485452561323754,40.0,74.0,114.0
575,산원/NNG,0.6294585108385884,20.0,44.0,64.0
576,리트/NNG,0.5770036349353728,10.0,24.0,34.0
577,공존/NNG,0.5880694580711195,31.0,73.0,104.0
578,자산/NNG;거품/NNG,0.6622998244475583,11.0,23.0,34.0
579,외국기업/NNG,0.484683053345713,7.0,20.0,27.0
580,개방경제/NNG,0.5830773574083766,8.0,19.0,27.0
581,대상자/NNG,0.5350397342128002,17.0,44.0,61.0
582,의대/NNG,0.5830773574083766,16.0,38.0,54.0
583,사면/NNG,0.0512892119942553,3.0,81.0,84.0
584,오른쪽/NNG,0.3462021809612236,8.0,32.0,40.0
585,나와야/VV,0.5830773574083766,8.0,19.0,27.0
586,걸린/VV,0.4154426171534683,6.0,20.0,26.0
587,고배/NNG,0.4816725995982241,8.0,23.0,31.0
588,잠재/NNG;성장률/NNG;상회/NNG,0.325837346787034,4.0,17.0,21.0
589,빅딜/NNG,0.536054989875443,12.0,31.0,43.0
590,겨울철/NNG,0.6924043619224473,6.0,12.0,18.0
591,대역폭/NNG,0.266309369970172,5.0,26.0,31.0
592,경선/NNG,0.6924043619224473,12.0,24.0,36.0
593,부득불/MAG,0.2443780100902755,3.0,17.0,20.0
594,멀티플/NNG,0.7553502130063061,6.0,11.0,17.0
595,비민/NNG,0.1384808723844894,2.0,20.0,22.0
596,중화/NNG,0.484683053345713,14.0,40.0,54.0
597,애플/NNG,0.153867635982766,2.0,18.0,20.0
598,적합/NNG,0.613272434845596,31.0,70.0,101.0
599,다자녀/NNG,0.0384669089956915,1.0,36.0,37.0
600,커버드콜/NNG,0.1306423324381976,10.0,106.0,116.0
601,지폐/NNG,0.180627224849334,3.0,23.0,26.0
602,산업부/NNG,0.2443780100902755,3.0,17.0,20.0
603,대학교/NNG,0.5665126597547295,27.0,66.0,93.0
604,부회장/NNG,0.2517834043354354,8.0,44.0,52.0
605,만전/NNG,0.3462021809612236,8.0,32.0,40.0
606,기종/NNG,0.076933817991383,1.0,18.0,19.0
607,지표/NNG;금리/NNG;상승/NNG,0.5770036349353728,10.0,24.0,34.0
608,장점/NNG,0.5963774796120348,59.0,137.0,196.0
609,증서/NNG,0.4154426171534683,6.0,20.0,26.0
610,지점/NNG,0.7088901800634578,344.0,672.0,1016.0
611,관계자/NNG,0.5336870296766141,269.0,698.0,967.0
612,스타일/NNG,0.2885018174676864,5.0,24.0,29.0
613,실적시즌/NNG,0.5719862120228911,19.0,46.0,65.0
614,관행/NNG,0.7526134368722251,25.0,46.0,71.0
615,도표/NNG,0.3253837870058716,211.0,898.0,1109.0
616,산출/NNG,0.6160985750983409,109.0,245.0,354.0
617,도급/NNG,0.7553502130063061,6.0,11.0,17.0
618,주식펀드/NNG,0.6846245376311838,176.0,356.0,532.0
619,만성/NNG,0.5614089420992815,15.0,37.0,52.0
620,든든/NNG,0.4327527262015295,10.0,32.0,42.0
621,들어선다/VV,0.4945745442303194,5.0,14.0,19.0
622,각사/NNG,0.5369666480214896,19.0,49.0,68.0
623,항구/NNG,0.4373080180562824,6.0,19.0,25.0
624,사이/NNG,0.736413113739552,251.0,472.0,723.0
625,안목/NNG,0.3956596353842556,4.0,14.0,18.0
626,신용경색/NNG,0.3413938173367621,71.0,288.0,359.0
627,합성/NNG,0.7201005363993451,65.0,125.0,190.0
628,관절염/NNG,0.5770036349353728,5.0,12.0,17.0
629,opec/NNG,0.6793401286786276,104.0,212.0,316.0
630,자리매김/NNG,0.4616029079482982,5.0,15.0,20.0
631,서학/NNG,0.3887182382722511,16.0,57.0,73.0
632,공단채/NNG,0.4072966834837925,5.0,17.0,22.0
633,운전자금/NNG,0.4103136959540428,16.0,54.0,70.0
634,구인/NNG,0.3381509674504975,21.0,86.0,107.0
635,빌미/NNG,0.6700687373443037,15.0,31.0,46.0
636,모범/NNG,0.2497196059392432,11.0,61.0,72.0
637,역사/NNG,0.4363095979237339,46.0,146.0,192.0
638,한데/NNG,0.5385367259396812,7.0,18.0,25.0
639,마치/VV,0.5911650818502356,327.0,766.0,1093.0
640,이력/NNG,0.659432725640426,20.0,42.0,62.0
641,저리/NNG,0.7583476344864899,23.0,42.0,65.0
642,비시/NNG,0.488756020180551,6.0,17.0,23.0
643,팬데믹/NNG,0.7322810529232164,101.0,191.0,292.0
644,지표/NNG;양호/NNG,0.7385646527172772,8.0,15.0,23.0
645,취하/NNG,0.7279122779184702,41.0,78.0,119.0
646,경기민감주/NNG,0.5934894530763833,6.0,14.0,20.0
647,일괄/NNG,0.5730242995220253,12.0,29.0,41.0
648,계약금/NNG,0.4664618859267013,32.0,95.0,127.0
649,대학/NNG,0.6614011815378601,32.0,67.0,99.0
650,섣불/VA,0.7385646527172772,16.0,30.0,46.0
651,본유/NNG,0.153867635982766,3.0,27.0,30.0
652,판매/NNG;호조/NNG,0.5035668086708708,8.0,22.0,30.0
653,사업계획/NNG,0.1846411631793193,4.0,30.0,34.0
654,수료/NNG,0.6924043619224473,6.0,12.0,18.0
655,배당투자/NNG,0.1978298176921277,3.0,21.0,24.0
656,현장/NNG,0.5262273150610599,76.0,200.0,276.0
657,범일/NNG,0.6207763244821941,13.0,29.0,42.0
658,금리/NNG;떨어/VV,0.6924043619224473,16.0,32.0,48.0
659,구조화채권/NNG,0.4065493501196021,32.0,109.0,141.0
660,파킹/NNG,0.6846245376311838,44.0,89.0,133.0
661,잡음/NNG,0.6058538166821413,7.0,16.0,23.0
662,대형사/NNG,0.6391424879284128,6.0,13.0,19.0
663,정황/NNG,0.429768224641519,9.0,29.0,38.0
664,공개/NNG,0.7087175536954892,391.0,764.0,1155.0
665,불확실성/NNG;높/VV,0.6924043619224471,7.0,14.0,21.0
666,금융감독당국/NNG,0.3692823263586386,4.0,15.0,19.0
667,행동주의/NNG,0.3612544496986681,12.0,46.0,58.0
668,검역/NNG,0.0553923489537957,1.0,25.0,26.0
669,신년사/NNG,0.090313612424667,3.0,46.0,49.0
670,드린다/VV,0.5934894530763833,6.0,14.0,20.0
671,답했/VV,0.3462021809612236,4.0,16.0,20.0
672,촬영/NNG,0.3231220355638087,7.0,30.0,37.0
673,급매물/NNG,0.6559620270844237,9.0,19.0,28.0
674,재현/NNG,0.7385646527172772,32.0,60.0,92.0
675,지급/NNG,0.7604440969090461,380.0,692.0,1072.0
676,국신/NNG,0.2832563298773648,9.0,44.0,53.0
677,가리/VV,0.6440970808580905,20.0,43.0,63.0
678,현금비중/NNG,0.4816725995982241,8.0,23.0,31.0
679,경제/NNG;전망/NNG;하향/NNG,0.5404131605248369,16.0,41.0,57.0
680,세트/NNG,0.5665126597547296,9.0,22.0,31.0
681,대손충당금비율/NNG,0.6391424879284128,6.0,13.0,19.0
682,제조사/NNG,0.6294585108385884,10.0,22.0,32.0
683,구독료/NNG,0.0629458510838588,1.0,22.0,23.0
684,발권력/NNG,0.5101926877323295,14.0,38.0,52.0
685,루터/NNG,0.0865505452403059,1.0,16.0,17.0
686,중소협력사/NNG,0.0692404361922447,1.0,20.0,21.0
687,진짜/MAG,0.4616029079482982,8.0,24.0,32.0
688,향하/VV,0.5639169545553951,79.0,194.0,273.0
689,인프라/NNG,0.5342544212914084,201.0,521.0,722.0
690,방어/NNG,0.7606695807035336,156.0,284.0,440.0
691,밸런스/NNG,0.6154705439310643,8.0,18.0,26.0
692,편입비/NNG,0.0629458510838588,1.0,22.0,23.0
693,중위/NNG,0.1582638541537022,4.0,35.0,39.0
694,무역장벽/NNG,0.5539234895379578,6.0,15.0,21.0
695,원유/NNG;재고/NNG;감소/NNG,0.3956596353842556,4.0,14.0,18.0
696,근방/NNG,0.2769617447689789,3.0,15.0,18.0
697,리서치팀/NNG,0.4196390072257256,10.0,33.0,43.0
698,첫날/NNG,0.5858806139343785,22.0,52.0,74.0
699,리드/NNG,0.6462440711276174,7.0,15.0,22.0
700,밀착/NNG,0.3956596353842556,4.0,14.0,18.0
701,경기/NNG;전망/NNG;하향/NNG,0.4260949919522752,4.0,13.0,17.0
702,대출/NNG;확대/NNG,0.63470399842891,11.0,24.0,35.0
703,수익성/NNG;확보/NNG,0.5193032714418354,6.0,16.0,22.0
704,전고점/NNG,0.6109450252256887,45.0,102.0,147.0
705,금과/NNG,0.4072966834837925,10.0,34.0,44.0
706,드라이빙/NNG,0.7456662359164816,7.0,13.0,20.0
707,차주/NNG,0.435856132206162,79.0,251.0,330.0
708,금융기업/NNG,0.3493211195284418,28.0,111.0,139.0
709,전망보고서/NNG,0.7111179933257565,19.0,37.0,56.0
710,시티/NNG,0.7496708880964843,72.0,133.0,205.0
711,전세임대주택/NNG,0.2769617447689789,3.0,15.0,18.0
712,주택건설협회/NNG,0.484683053345713,7.0,20.0,27.0
713,초유/NNG,0.6391424879284128,6.0,13.0,19.0
714,매입자산/NNG,0.7385646527172772,8.0,15.0,23.0
715,뜻한다/VV,0.4124962156133728,14.0,47.0,61.0
716,하여금/MAG,0.7485452561323754,20.0,37.0,57.0
717,여론조사/NNG,0.4897494267256334,29.0,82.0,111.0
718,놀이터/NNG,0.3147292554192942,5.0,22.0,27.0
719,m&a/NNG,0.7471304798750805,157.0,291.0,448.0
720,유로안정화기구/NNG,0.3692823263586386,4.0,15.0,19.0
721,개정안/NNG,0.7173109936462764,72.0,139.0,211.0
722,갇혀/VV,0.5539234895379578,6.0,15.0,21.0
723,거대/NNG,0.6924043619224473,13.0,26.0,39.0
724,피력/NNG,0.6237877134436461,50.0,111.0,161.0
725,전혀/MAG,0.6652512496901943,49.0,102.0,151.0
726,금리/NNG;인하/NNG;가능성/NNG;하락/NNG,0.2186540090281412,3.0,19.0,22.0
727,외화예금/NNG,0.6058538166821413,7.0,16.0,23.0
728,극심/NNG,0.6231639257302025,9.0,20.0,29.0
729,과대/NNG,0.6924043619224473,9.0,18.0,27.0
730,발행희망금액/NNG,0.6462440711276174,7.0,15.0,22.0
731,나눈/VV,0.63470399842891,11.0,24.0,35.0
732,기반시설/NNG,0.7553502130063061,6.0,11.0,17.0
733,꼼꼼히/MAG,0.3077352719655321,4.0,18.0,22.0
734,생략/NNG,0.1731010904806118,4.0,32.0,36.0
735,연체/NNG,0.4365899424929716,64.0,203.0,267.0
736,드림/NNG,0.5252722745618565,11.0,29.0,40.0
737,기대/NNG;후퇴/NNG,0.4260949919522752,4.0,13.0,17.0
738,우산/NNG,0.2276397902210785,12.0,73.0,85.0
739,페그제/NNG,0.153867635982766,2.0,18.0,20.0
740,파트/NNG,0.4732890575166095,27.0,79.0,106.0
741,누리/VV,0.7128896980739989,87.0,169.0,256.0
742,자정/NNG,0.7553502130063061,6.0,11.0,17.0
743,실수요자/NNG,0.7418618163454792,15.0,28.0,43.0
744,재해/NNG,0.2769617447689788,7.0,35.0,42.0
745,철수/NNG,0.5035668086708707,20.0,55.0,75.0
746,유로존/NNG;위험/NNG;완화/NNG,0.6924043619224473,6.0,12.0,18.0
747,생활/NNG,0.7083217035758368,89.0,174.0,263.0
748,성수품/NNG,0.1846411631793193,2.0,15.0,17.0
749,근무/NNG,0.6924043619224471,50.0,100.0,150.0
750,민영화/NNG,0.5231499623414045,17.0,45.0,62.0
751,매출원가/NNG,0.0577003634935372,1.0,24.0,25.0
752,배분/NNG,0.4246746753124343,23.0,75.0,98.0
753,스타/NNG,0.4252562222830778,39.0,127.0,166.0
754,대환대출/NNG,0.3231220355638087,56.0,240.0,296.0
755,기숙사/NNG,0.060209074949778,1.0,23.0,24.0
756,민족/NNG,0.2915386787041883,4.0,19.0,23.0
757,부동산임대업/NNG,0.5539234895379578,8.0,20.0,28.0
758,자보/NNG,0.7456662359164816,7.0,13.0,20.0
759,깜짝/MAG,0.4091480320450825,26.0,88.0,114.0
760,알파/NNG,0.3797056178284387,17.0,62.0,79.0
761,수년/NNG,0.6647081874455493,36.0,75.0,111.0
762,코스닥/NNG,0.5600896137257645,218.0,539.0,757.0
763,업유/NNG,0.1093270045140706,3.0,38.0,41.0
764,혹시/MAG,0.5385367259396812,7.0,18.0,25.0
765,이윤/NNG,0.3956596353842555,6.0,21.0,27.0
766,정비/NNG,0.7403927830457852,54.0,101.0,155.0
767,이웃/NNG,0.4945745442303194,5.0,14.0,19.0
768,요즘/NNG,0.5440319986533515,11.0,28.0,39.0
769,출생/NNG,0.3728331179582408,42.0,156.0,198.0
770,지표채권/NNG,0.4451170898072875,9.0,28.0,37.0
771,선언/NNG,0.6805345728609196,86.0,175.0,261.0
772,시달리/VV,0.5539234895379578,12.0,30.0,42.0
773,개발사업/NNG,0.6814138164951068,31.0,63.0,94.0
774,돌려주/VV,0.5539234895379578,6.0,15.0,21.0
775,이름/NNG,0.5885437076340803,51.0,120.0,171.0
776,따져/VV,0.7594112356568775,17.0,31.0,48.0
777,통화/NNG;완화/NNG,0.6924043619224473,37.0,74.0,111.0
778,최초/NNG,0.7040740983593423,181.0,356.0,537.0
779,국감/NNG,0.7553502130063061,6.0,11.0,17.0
780,자산관리/NNG,0.6004922784814144,98.0,226.0,324.0
781,싸움/NNG,0.486554416486044,13.0,37.0,50.0
782,상계/NNG,0.7385646527172772,16.0,30.0,46.0
783,블루칩/NNG,0.3718467869583512,29.0,108.0,137.0
784,특파원/NNG,0.662729889268628,67.0,140.0,207.0
785,수요/NNG;급증/NNG,0.5418816745480022,9.0,23.0,32.0
786,완공/NNG,0.6000837803327876,13.0,30.0,43.0
787,임의경매/NNG,0.5385367259396812,7.0,18.0,25.0
788,개혁안/NNG,0.4962231260444205,43.0,120.0,163.0
789,금현/NNG,0.1767840924057312,6.0,47.0,53.0
790,수출금융/NNG,0.2443780100902755,3.0,17.0,20.0
791,장마/NNG,0.6000837803327876,13.0,30.0,43.0
792,오피니언/NNG,0.5770036349353728,10.0,24.0,34.0
793,상품권/NNG,0.2423415266728565,7.0,40.0,47.0
794,천연가스/NNG,0.7168421629314748,44.0,85.0,129.0
795,손상/NNG,0.4616029079482981,17.0,51.0,68.0
796,미주/NNG,0.230801453974149,3.0,18.0,21.0
797,장기간/NNG,0.7476914022280419,142.0,263.0,405.0
798,국향/NNG,0.5770036349353728,10.0,24.0,34.0
799,단점/NNG,0.488756020180551,18.0,51.0,69.0
800,언와인딩/NNG,0.6058538166821413,7.0,16.0,23.0
801,비트코인/NNG,0.2608855538811664,185.0,982.0,1167.0
802,차유/NNG,0.484683053345713,7.0,20.0,27.0
803,근래/NNG,0.5934894530763833,12.0,28.0,40.0
804,도는/VV,0.3692823263586386,4.0,15.0,19.0
805,결정변수/NNG,0.7553502130063061,6.0,11.0,17.0
806,고액자산가/NNG,0.4406209575870118,7.0,22.0,29.0
807,오피스텔/NNG,0.5162304710191027,63.0,169.0,232.0
808,조합/NNG,0.6614011815378601,64.0,134.0,198.0
809,운용리스/NNG,0.1846411631793193,2.0,15.0,17.0
810,보호주의/NNG,0.3692823263586386,4.0,15.0,19.0
811,적시/NNG,0.6391424879284128,6.0,13.0,19.0
812,엔저/NNG,0.6012985248273884,66.0,152.0,218.0
813,청구권/NNG,0.1186978906152766,3.0,35.0,38.0
814,asp/NNG,0.3692823263586386,4.0,15.0,19.0
815,수소/NNG,0.1888375532515765,6.0,44.0,50.0
816,예대율/NNG,0.724933425905381,78.0,149.0,227.0
817,부동산/NNG;침체/NNG,0.6736907305191379,18.0,37.0,55.0
818,설명회/NNG,0.4154426171534683,15.0,50.0,65.0
819,예컨대/MAG,0.761644798114692,11.0,20.0,31.0
820,전례/NNG,0.6685283494423628,14.0,29.0,43.0
821,극명/NNG,0.6058538166821413,7.0,16.0,23.0
822,어로/NNG,0.2186540090281412,9.0,57.0,66.0
823,쟁점/NNG,0.6417406281232437,19.0,41.0,60.0
824,육아/NNG,0.230801453974149,14.0,84.0,98.0
825,서민/NNG,0.3688509217717709,57.0,214.0,271.0
826,동체/NNG,0.3956596353842556,4.0,14.0,18.0
827,스톡/NNG,0.651674693574068,8.0,17.0,25.0
828,임대차/NNG,0.399464054955258,15.0,52.0,67.0
829,안정형/NNG,0.7456662359164816,7.0,13.0,20.0
830,전망/NNG;안정/NNG,0.4816725995982241,8.0,23.0,31.0
831,점심/NNG,0.5193032714418354,6.0,16.0,22.0
832,기한이익상실/NNG,0.3462021809612236,9.0,36.0,45.0
833,도약/NNG,0.4945745442303194,25.0,70.0,95.0
834,내림/NNG,0.5801225735025909,31.0,74.0,105.0
835,범어/NNG,0.6207763244821941,13.0,29.0,42.0
836,모빌리티/NNG,0.2308014539741491,5.0,30.0,35.0
837,소규모/NNG,0.4083410339542638,23.0,78.0,101.0
838,굵직/NNG,0.6154705439310642,12.0,27.0,39.0
839,읽힌다/VV,0.6924043619224473,6.0,12.0,18.0
840,거래일/NNG,0.5324206483587763,827.0,2151.0,2978.0
841,시장조성/NNG,0.5867833575613959,25.0,59.0,84.0
842,투매/NNG,0.4616029079482981,9.0,27.0,36.0
843,집값/NNG;상승/NNG,0.6924043619224473,8.0,16.0,24.0
844,환노출/NNG,0.3590244839597874,7.0,27.0,34.0
845,작전/NNG,0.6462440711276174,7.0,15.0,22.0
846,금리/NNG;인하/NNG;기대/NNG;되돌/VV,0.3956596353842555,6.0,21.0,27.0
847,재정증권/NNG,0.4133757384611625,20.0,67.0,87.0
848,직접지원/NNG,0.7553502130063061,6.0,11.0,17.0
849,온누리상품권/NNG,0.3612544496986681,6.0,23.0,29.0
850,차단/NNG,0.7409941417064786,61.0,114.0,175.0
851,보일지/VV,0.7553502130063061,6.0,11.0,17.0
852,자산유동화증권/NNG,0.4747915624611066,24.0,70.0,94.0
853,리더/NNG,0.507763198743128,11.0,30.0,41.0
854,금리/NNG;인하/NNG;기대/NNG;약화/NNG,0.705468595166267,27.0,53.0,80.0
855,규준/NNG,0.2680274949377215,6.0,31.0,37.0
856,바이/MAG,0.294640154009552,10.0,47.0,57.0
857,입주민/NNG,0.3728331179582408,14.0,52.0,66.0
