,words,polarity_score,count_up,count_down,total
858,채권/NNG;가격/NNG;하락/NNG,0.2596516357209177,3.0,16.0,19.0
859,발행비용/NNG,0.6924043619224473,6.0,12.0,18.0
860,감소분/NNG,0.6231639257302025,9.0,20.0,29.0
861,파트너십/NNG,0.3077352719655321,6.0,27.0,33.0
862,단기자금시장/NNG,0.4998422020978613,61.0,169.0,230.0
863,전통시장/NNG,0.3626879991022343,11.0,42.0,53.0
864,나가/VV,0.6429469074994153,52.0,112.0,164.0
865,토큰/NNG,0.2692683629698406,7.0,36.0,43.0
866,연령/NNG,0.6529992356341779,58.0,123.0,181.0
867,화약/NNG,0.4260949919522752,4.0,13.0,17.0
868,전사/NNG,0.659432725640426,10.0,21.0,31.0
869,혼조/NNG,0.6787384863581885,149.0,304.0,453.0
870,덕우/NNG,0.6462440711276174,7.0,15.0,22.0
871,예방/NNG,0.6924043619224471,28.0,56.0,84.0
872,밑돈/NNG,0.4260949919522752,4.0,13.0,17.0
873,원래/MAG,0.5830773574083766,8.0,19.0,27.0
874,금리/NNG;인하/NNG;기대/NNG;높/VV,0.3956596353842556,4.0,14.0,18.0
875,대항/NNG,0.2077213085767341,3.0,20.0,23.0
876,영원/NNG,0.4327527262015295,5.0,16.0,21.0
877,금남/NNG,0.6207763244821941,13.0,29.0,42.0
878,뛰어나/VA,0.2769617447689788,7.0,35.0,42.0
879,구제금융기금/NNG,0.651674693574068,8.0,17.0,25.0
880,금리/NNG;상승/NNG;금리/NNG;인하/NNG,0.2596516357209177,3.0,16.0,19.0
881,라이브/NNG,0.6253974881880168,14.0,31.0,45.0
882,소득공제/NNG,0.5605178167943621,17.0,42.0,59.0
883,성명문/NNG,0.4480263518321718,11.0,34.0,45.0
884,아쉬움/NNG,0.5770036349353728,5.0,12.0,17.0
885,실망/NNG,0.750358912039304,123.0,227.0,350.0
886,역외/NNG;상승/NNG,0.3692823263586386,8.0,30.0,38.0
887,당면/NNG,0.3956596353842555,10.0,35.0,45.0
888,렌치/NNG,0.2517834043354354,4.0,22.0,26.0
889,재계/NNG,0.498531140584162,9.0,25.0,34.0
890,시스템/NNG;위험/NNG,0.5702153568773095,7.0,17.0,24.0
891,장학금/NNG,0.1258917021677177,4.0,44.0,48.0
892,가미/NNG,0.6391424879284128,12.0,26.0,38.0
893,오르/VV,0.7289464216798868,2693.0,5116.0,7809.0
894,배려/NNG,0.2680274949377215,6.0,31.0,37.0
895,부채/NNG;부담/NNG,0.7456662359164816,14.0,26.0,40.0
896,응답/NNG,0.4502752292256405,53.0,163.0,216.0
897,경기/NNG;안정/NNG,0.7553502130063061,6.0,11.0,17.0
898,비대/VV,0.718048967919575,42.0,81.0,123.0
899,시너지/NNG,0.3830322002124176,13.0,47.0,60.0
900,국민행복기금/NNG,0.0512892119942553,1.0,27.0,28.0
901,상하향/NNG,0.3673982328568087,13.0,49.0,62.0
902,기념/NNG,0.4846830533457131,21.0,60.0,81.0
903,실내/NNG,0.4616029079482981,6.0,18.0,24.0
904,인증/NNG,0.6407323946148018,31.0,67.0,98.0
905,보증금/NNG,0.2702065802624184,24.0,123.0,147.0
906,양산/NNG,0.73660038502388,25.0,47.0,72.0
907,컨소시엄/NNG,0.3524967660696094,14.0,55.0,69.0
908,숏포지션/NNG,0.6924043619224473,12.0,24.0,36.0
909,소프트랜딩/NNG,0.2967447265381916,3.0,14.0,17.0
910,政策/NNG,0.162918673393517,2.0,17.0,19.0
911,실익/NNG,0.7385646527172772,8.0,15.0,23.0
912,강의/NNG,0.3010453747488901,5.0,23.0,28.0
913,전장/NNG,0.5871588989102352,159.0,375.0,534.0
914,공유/NNG,0.6257283863299152,61.0,135.0,196.0
915,조업/NNG,0.3692823263586386,4.0,15.0,19.0
916,원스톱/NNG,0.3462021809612236,9.0,36.0,45.0
917,초중/NNG,0.377675106503153,6.0,22.0,28.0
918,수자원공사/NNG,0.7553502130063061,30.0,55.0,85.0
919,타운/NNG,0.7331340302708265,27.0,51.0,78.0
920,메커니즘/NNG,0.7238772874643767,23.0,44.0,67.0
921,재판/NNG,0.659432725640426,10.0,21.0,31.0
922,배당가능이익/NNG,0.1731010904806118,4.0,32.0,36.0
923,노란/VA,0.2472872721151597,5.0,28.0,33.0
924,환헤지ㅇ/NNG,0.3165277083074044,24.0,105.0,129.0
925,취약계층/NNG,0.3515283683606271,33.0,130.0,163.0
926,외표채/NNG,0.740156386882616,31.0,58.0,89.0
927,유로본드/NNG,0.6924043619224473,9.0,18.0,27.0
928,필라델피아반도체지수/NNG,0.3956596353842556,16.0,56.0,72.0
929,선점/NNG,0.6924043619224473,16.0,32.0,48.0
930,개정/NNG,0.7283423045827818,152.0,289.0,441.0
931,다양/NNG,0.7332432250921358,395.0,746.0,1141.0
932,지원계획/NNG,0.7456662359164816,7.0,13.0,20.0
933,분자/NNG,0.6924043619224471,10.0,20.0,30.0
934,인민대표회의/NNG,0.2769617447689789,3.0,15.0,18.0
935,디플레이션/NNG;압력/NNG,0.488756020180551,6.0,17.0,23.0
936,박사/NNG,0.3846690899569151,5.0,18.0,23.0
937,비즈/NNG,0.2308014539741491,5.0,30.0,35.0
938,소비/NNG;위축/NNG,0.6109450252256888,15.0,34.0,49.0
939,봉합/NNG,0.2967447265381916,3.0,14.0,17.0
940,wto/NNG,0.6924043619224474,22.0,44.0,66.0
941,시동/NNG,0.6647081874455493,12.0,25.0,37.0
942,기간산업/NNG,0.7553502130063061,6.0,11.0,17.0
943,증권회사/NNG,0.1731010904806118,2.0,16.0,18.0
944,기업/NNG;실적/NNG;개선/NNG,0.7162803744025317,15.0,29.0,44.0
945,아카데미/NNG,0.5874946101160158,14.0,33.0,47.0
946,공익법인/NNG,0.0629458510838588,1.0,22.0,23.0
947,가용/NNG,0.7485452561323754,20.0,37.0,57.0
948,하락/NNG;전환/NNG,0.7062524491608962,51.0,100.0,151.0
949,미만/NNG,0.6679926696751816,301.0,624.0,925.0
950,수많/VA,0.329716362820213,5.0,21.0,26.0
951,확전/NNG,0.3846690899569151,5.0,18.0,23.0
952,유찰/NNG,0.5252722745618565,11.0,29.0,40.0
953,gdp/NNG;갭/NNG;마이너스/NNG;축소/NNG,0.6462440711276174,7.0,15.0,22.0
954,충실히/MAG,0.5665126597547296,9.0,22.0,31.0
955,최신/NNG,0.5858806139343785,11.0,26.0,37.0
956,균등/NNG,0.7270245800185696,21.0,40.0,61.0
957,종합무역법/NNG,0.6924043619224471,7.0,14.0,21.0
958,상호신용금고/NNG,0.6462440711276174,7.0,15.0,22.0
959,이은/VV,0.5163693546540284,22.0,59.0,81.0
960,선사/NNG,0.659432725640426,10.0,21.0,31.0
961,팽배/NNG,0.6924043619224473,16.0,32.0,48.0
962,gni/NNG,0.1978298176921278,4.0,28.0,32.0
963,db/NNG,0.6622998244475583,275.0,575.0,850.0
964,초대/NNG,0.3496991726881046,25.0,99.0,124.0
965,시발점/NNG,0.6462440711276174,7.0,15.0,22.0
966,가든/NNG,0.7553502130063061,6.0,11.0,17.0
967,자금/NNG;이탈/NNG,0.3956596353842555,6.0,21.0,27.0
968,투자사/NNG,0.2186540090281412,3.0,19.0,22.0
969,대장/NNG,0.3077352719655321,6.0,27.0,33.0
970,갖추/VV,0.6765477734814752,64.0,131.0,195.0
971,요구자본/NNG,0.3462021809612235,7.0,28.0,35.0
972,정교/NNG,0.761644798114692,11.0,20.0,31.0
973,남기/VV,0.5934894530763833,30.0,70.0,100.0
974,지낸/VV,0.4945745442303194,5.0,14.0,19.0
975,모셔/VV,0.0692404361922447,1.0,20.0,21.0
976,생성/NNG,0.2497196059392432,11.0,61.0,72.0
977,사채/NNG,0.7140419982325238,99.0,192.0,291.0
978,사회적경제/NNG,0.0271531122322528,1.0,51.0,52.0
979,오토/NNG,0.3825438463659929,50.0,181.0,231.0
980,처했/VV,0.1846411631793193,2.0,15.0,17.0
981,레포/NNG,0.5213397548592544,32.0,85.0,117.0
982,소부/NNG,0.2967447265381916,3.0,14.0,17.0
983,파격/NNG,0.5934894530763833,6.0,14.0,20.0
984,공론/NNG,0.4616029079482982,5.0,15.0,20.0
985,전문기업/NNG,0.7456662359164816,14.0,26.0,40.0
986,니즈/NNG,0.4359583019511704,17.0,54.0,71.0
987,오차/NNG,0.6424370368352603,45.0,97.0,142.0
988,취약차주/NNG,0.1483723632690958,3.0,28.0,31.0
989,창업자/NNG,0.4540356471622604,20.0,61.0,81.0
990,빌딩/NNG,0.6117561773412569,732.0,1657.0,2389.0
991,좁혀진/VV,0.6924043619224473,8.0,16.0,24.0
992,후생/NNG,0.4327527262015295,5.0,16.0,21.0
993,추락/NNG,0.5418816745480022,18.0,46.0,64.0
994,전환사채/NNG,0.7577255281415461,29.0,53.0,82.0
995,스크린/NNG,0.5539234895379578,6.0,15.0,21.0
996,경제/NNG;지표/NNG;상승/NNG,0.6924043619224473,6.0,12.0,18.0
997,오래가/VV,0.7553502130063061,6.0,11.0,17.0
998,저탄소/NNG,0.7385646527172772,8.0,15.0,23.0
999,구축효과/NNG,0.6726213801532344,34.0,70.0,104.0
1000,바라본/VV,0.7147399865005907,16.0,31.0,47.0
1001,모색/NNG,0.7301718725727626,58.0,110.0,168.0
1002,정규직/NNG,0.5830773574083766,8.0,19.0,27.0
1003,담보인정비율/NNG,0.6924043619224471,7.0,14.0,21.0
1004,평이/NNG,0.6924043619224473,9.0,18.0,27.0
1005,세도/NNG,0.6924043619224471,10.0,20.0,30.0
1006,경제/NNG;성장/NNG;둔화/NNG,0.6036345719323899,17.0,39.0,56.0
1007,기업인/NNG,0.7331340302708266,9.0,17.0,26.0
1008,공급/NNG;부족/NNG;우려/NNG,0.4945745442303194,5.0,14.0,19.0
1009,재생에너지/NNG,0.1978298176921277,7.0,49.0,56.0
1010,활황/NNG,0.6539374529267556,17.0,36.0,53.0
1011,공시지가/NNG,0.3692823263586386,4.0,15.0,19.0
1012,인순/NNG,0.1888375532515765,3.0,22.0,25.0
1013,구호/NNG,0.5539234895379578,8.0,20.0,28.0
1014,완화/NNG;전환/NNG,0.4260949919522752,4.0,13.0,17.0
1015,고집/NNG,0.6154705439310643,8.0,18.0,26.0
1016,부동산개발/NNG,0.6924043619224473,23.0,46.0,69.0
1017,채권단/NNG,0.5369666480214896,57.0,147.0,204.0
1018,a+등급/NNG,0.6577841438263249,57.0,120.0,177.0
1019,인하/NNG;종료/NNG,0.6391424879284128,6.0,13.0,19.0
1020,동취/NNG,0.1978298176921278,4.0,28.0,32.0
1021,신종/NNG,0.7041400290736751,90.0,177.0,267.0
1022,꼽혔/VV,0.4154426171534683,12.0,40.0,52.0
1023,수청/NNG,0.484683053345713,7.0,20.0,27.0
1024,선수촌/NNG,0.6462440711276174,7.0,15.0,22.0
1025,미/NNG;국채/NNG;금리/NNG;오르/VV,0.6924043619224473,6.0,12.0,18.0
1026,재정/NNG;개선/NNG,0.488756020180551,6.0,17.0,23.0
1027,바이/NNG,0.7253759982044686,11.0,21.0,32.0
1028,수수/NNG,0.7027387553839762,34.0,67.0,101.0
1029,갱신/NNG,0.526962611728588,43.0,113.0,156.0
1030,고용/NNG;지표/NNG;둔화/NNG,0.651674693574068,8.0,17.0,25.0
1031,약진/NNG,0.7385646527172772,16.0,30.0,46.0
1032,크레딧/NNG;약세/NNG,0.7640323993627005,16.0,29.0,45.0
1033,글로벌/NNG;금융시장/NNG;안정/NNG,0.5770036349353728,5.0,12.0,17.0
1034,금리/NNG;변동성/NNG;축소/NNG,0.5934894530763833,6.0,14.0,20.0
1035,그러/VV,0.6017060269741394,136.0,313.0,449.0
1036,선도/NNG,0.6294585108385884,20.0,44.0,64.0
1037,민간/NNG;고용/NNG;증가/NNG,0.3728331179582408,7.0,26.0,33.0
1038,경기/NNG;연착륙/NNG,0.5275461805123408,8.0,21.0,29.0
1039,시그널링/NNG,0.7456662359164816,7.0,13.0,20.0
1040,경제분석/NNG,0.6700687373443037,30.0,62.0,92.0
1041,탐사/NNG,0.5770036349353728,5.0,12.0,17.0
1042,반드시/MAG,0.7345507143872918,61.0,115.0,176.0
1043,산업/NNG;위험/NNG,0.7456662359164816,7.0,13.0,20.0
1044,챗봇/NNG,0.162918673393517,2.0,17.0,19.0
1045,마이너스증가율/NNG,0.0865505452403059,1.0,16.0,17.0
1046,약세장/NNG,0.6793401286786276,26.0,53.0,79.0
1047,사모펀드/NNG,0.5211645734900141,35.0,93.0,128.0
1048,글로벌본드/NNG,0.7456662359164816,7.0,13.0,20.0
1049,엿볼/VV,0.377675106503153,6.0,22.0,28.0
1050,생산성/NNG,0.6947837583551705,146.0,291.0,437.0
1051,선대/NNG,0.3846690899569151,5.0,18.0,23.0
1052,물가/NNG;상승률/NNG;농산물/NNG;가격/NNG;하락/NNG,0.4945745442303194,5.0,14.0,19.0
1053,부추기/VV,0.4438489499502867,25.0,78.0,103.0
1054,경색/NNG,0.3837421764871395,46.0,166.0,212.0
1055,반영시/NNG,0.5770036349353728,5.0,12.0,17.0
1056,선택권/NNG,0.4945745442303194,5.0,14.0,19.0
1057,양육비/NNG,0.1731010904806118,3.0,24.0,27.0
1058,제로금리정책/NNG,0.6391424879284128,6.0,13.0,19.0
1059,청신호/NNG,0.3147292554192942,5.0,22.0,27.0
1060,화제/NNG,0.2769617447689789,4.0,20.0,24.0
1061,경제활동인구/NNG,0.3357112057805805,8.0,33.0,41.0
1062,교시/NNG,0.5770036349353728,5.0,12.0,17.0
1063,아마도/MAG,0.6823695160974842,34.0,69.0,103.0
1064,주자/NNG,0.7583476344864899,23.0,42.0,65.0
1065,계승/NNG,0.7553502130063061,6.0,11.0,17.0
1066,사용자/NNG,0.3939542059213924,33.0,116.0,149.0
1067,반사/NNG,0.7180489679195748,14.0,27.0,41.0
1068,분배/NNG,0.4327527262015295,20.0,64.0,84.0
1069,머리/NNG,0.2596516357209177,3.0,16.0,19.0
1070,탈퇴/NNG,0.7107867786106538,116.0,226.0,342.0
1071,시절/NNG,0.6559620270844237,27.0,57.0,84.0
1072,체육/NNG,0.4072966834837925,5.0,17.0,22.0
1073,뚜렷이/MAG,0.5455307093934433,13.0,33.0,46.0
1074,중점/NNG,0.732350767417973,55.0,104.0,159.0
1075,총통/NNG,0.0865505452403059,2.0,32.0,34.0
1076,증권시장/NNG,0.4616029079482981,6.0,18.0,24.0
1077,투쟁/NNG,0.6391424879284128,6.0,13.0,19.0
1078,전망/NNG;밑돌/VV,0.6391424879284128,6.0,13.0,19.0
1079,지움/VV,0.6462440711276174,7.0,15.0,22.0
1080,수출기업/NNG,0.6012985248273884,33.0,76.0,109.0
1081,상권/NNG,0.6924043619224473,16.0,32.0,48.0
1082,펀더멘털/NNG;양호/NNG,0.5702153568773095,7.0,17.0,24.0
1083,강세장/NNG,0.7282183806425738,61.0,116.0,177.0
1084,둬야/VV,0.6559620270844237,9.0,19.0,28.0
1085,중소벤처기업부/NNG,0.4000558535551917,13.0,45.0,58.0
1086,무다라바/NNG,0.0865505452403059,1.0,16.0,17.0
1087,최장/NNG,0.6036345719323899,17.0,39.0,56.0
1088,금리/NNG;인하/NNG;기대/NNG;낮/VA,0.6924043619224473,9.0,18.0,27.0
1089,쾌적/NNG,0.2851076784386547,7.0,34.0,41.0
1090,보급/NNG,0.6253974881880168,14.0,31.0,45.0
1091,비차익/NNG,0.473750352894306,13.0,38.0,51.0
1092,총액/NNG,0.6197210311129085,81.0,181.0,262.0
1093,유통산업/NNG,0.2596516357209177,3.0,16.0,19.0
1094,경기/NNG;좋/VA,0.5539234895379578,6.0,15.0,21.0
1095,배송/NNG,0.3600502681996725,13.0,50.0,63.0
1096,매입비중/NNG,0.6154705439310643,8.0,18.0,26.0
1097,업그레이드/NNG,0.6391424879284128,12.0,26.0,38.0
1098,사들이/VV,0.6137220480676238,39.0,88.0,127.0
1099,금리/NNG;하락/NNG;금리/NNG;인하/NNG,0.7331340302708266,9.0,17.0,26.0
1100,교착/NNG,0.3644233483802354,5.0,19.0,24.0
1101,모델포트폴리오/NNG,0.1325880693042984,9.0,94.0,103.0
1102,고래/NNG,0.076933817991383,1.0,18.0,19.0
1103,미상환/NNG,0.5539234895379578,6.0,15.0,21.0
1104,기업개선작업/NNG,0.2769617447689789,3.0,15.0,18.0
1105,세상/NNG,0.6924043619224473,26.0,52.0,78.0
1106,금중/NNG,0.5440319986533515,11.0,28.0,39.0
1107,방치/NNG,0.3728331179582408,7.0,26.0,33.0
1108,부서장/NNG,0.4945745442303194,5.0,14.0,19.0
1109,개인정보/NNG,0.488756020180551,6.0,17.0,23.0
1110,상태/NNG,0.6843314859538446,551.0,1115.0,1666.0
1111,상실/NNG,0.676301934900995,42.0,86.0,128.0
1112,고강/NNG,0.6924043619224473,8.0,16.0,24.0
1113,조처/NNG,0.5770036349353728,5.0,12.0,17.0
1114,사랑/NNG,0.3742726280661877,10.0,37.0,47.0
1115,리비/NNG,0.7385646527172772,16.0,30.0,46.0
1116,합당/NNG,0.5385367259396812,7.0,18.0,25.0
1117,흥행/NNG;성공/NNG,0.7583476344864899,23.0,42.0,65.0
1118,베스트/NNG,0.3790817177005577,49.0,179.0,228.0
1119,판매/NNG;감소/NNG,0.6924043619224473,12.0,24.0,36.0
1120,자율/NNG,0.4919715203133177,27.0,76.0,103.0
1121,국립/NNG,0.3342641747211814,7.0,29.0,36.0
1122,출마/NNG,0.532618739940344,10.0,26.0,36.0
1123,체이스/NNG,0.377675106503153,6.0,22.0,28.0
1124,현명/NNG,0.6924043619224473,8.0,16.0,24.0
1125,순조/NNG,0.5719862120228911,19.0,46.0,65.0
1126,ecb/NNG;금리/NNG;인하/NNG,0.5303522772171937,18.0,47.0,65.0
1127,핵협상/NNG,0.4327527262015295,5.0,16.0,21.0
1128,회복국면/NNG,0.7154845073198622,62.0,120.0,182.0
1129,그친다/VV,0.4214635246484461,7.0,23.0,30.0
1130,도덕적해이/NNG,0.3590244839597874,7.0,27.0,34.0
1131,상승장/NNG,0.3894774535813766,9.0,32.0,41.0
1132,탄탄/NNG,0.5911756540390485,73.0,171.0,244.0
1133,통화정책방향문/NNG,0.7225088993973362,12.0,23.0,35.0
1134,대장주/NNG,0.1236436360575798,5.0,56.0,61.0
1135,신용/NNG;불안/NNG,0.6924043619224473,6.0,12.0,18.0
1136,가수요/NNG,0.6000837803327876,13.0,30.0,43.0
1137,본점/NNG,0.7362274228036149,42.0,79.0,121.0
1138,특별자금/NNG,0.3323540937227746,6.0,25.0,31.0
1139,신흥국/NNG;통화/NNG;약세/NNG,0.6924043619224474,11.0,22.0,33.0
1140,보통예금/NNG,0.0629458510838588,1.0,22.0,23.0
1141,투자자보호/NNG,0.676301934900995,21.0,43.0,64.0
1142,바꿨/VV,0.5539234895379578,6.0,15.0,21.0
1143,금리/NNG;우호적/VAX,0.6058538166821413,7.0,16.0,23.0
1144,금리/NNG;인하/NNG;자신/NNG,0.2769617447689789,3.0,15.0,18.0
1145,잦아들/VV,0.3956596353842555,10.0,35.0,45.0
1146,공매도/NNG,0.3077352719655321,20.0,90.0,110.0
1147,대출/NNG;규제/NNG;강화/NNG,0.6924043619224473,6.0,12.0,18.0
1148,공매/NNG,0.6622998244475583,11.0,23.0,34.0
1149,사모사채/NNG,0.3095454794476822,19.0,85.0,104.0
1150,etf/NNG,0.3886398676596962,870.0,3100.0,3970.0
1151,기업/NNG;구조/NNG;개선/NNG,0.1978298176921277,3.0,21.0,24.0
1152,그리드/NNG,0.0865505452403059,1.0,16.0,17.0
1153,수은/NNG,0.441960231014328,15.0,47.0,62.0
1154,나란히/MAG,0.6831723037634813,37.0,75.0,112.0
1155,마지노선/NNG,0.6924043619224473,6.0,12.0,18.0
1156,대학생/NNG,0.2215693958151831,4.0,25.0,29.0
1157,헬스/NNG,0.5539234895379578,12.0,30.0,42.0
1158,찬성/NNG,0.7137091115200611,67.0,130.0,197.0
1159,상환청구권/NNG,0.0692404361922447,1.0,20.0,21.0
1160,학부/NNG,0.3644233483802354,5.0,19.0,24.0
1161,중장기재무관리계획/NNG,0.4214635246484461,7.0,23.0,30.0
1162,프랜차이즈/NNG,0.7553502130063061,6.0,11.0,17.0
1163,경제인/NNG,0.5275461805123408,8.0,21.0,29.0
1164,써야/VV,0.6058538166821413,7.0,16.0,23.0
1165,한계점/NNG,0.6195196922464001,17.0,38.0,55.0
1166,장외시장/NNG,0.6231639257302025,9.0,20.0,29.0
1167,페드워치/NNG,0.4538448758819402,78.0,238.0,316.0
1168,우월/NNG,0.6924043619224473,15.0,30.0,45.0
1169,일희일비/NNG,0.377675106503153,6.0,22.0,28.0
1170,마이너스gdp/NNG;갭/NNG;확대/NNG,0.7553502130063061,6.0,11.0,17.0
1171,워낙/MAG,0.5702153568773095,14.0,34.0,48.0
1172,국제에너지기구/NNG,0.3077352719655321,4.0,18.0,22.0
1173,갈아탄/VV,0.0355079159960229,1.0,39.0,40.0
1174,구청/NNG,0.7553502130063061,12.0,22.0,34.0
1175,동일등급/NNG,0.5672710435027278,34.0,83.0,117.0
1176,요주/NNG,0.2485554119721605,7.0,39.0,46.0
1177,출산/NNG,0.317351999214455,22.0,96.0,118.0
1178,경제/NNG;지표/NNG;악화/NNG,0.4616029079482982,10.0,30.0,40.0
1179,생활비/NNG,0.3956596353842556,8.0,28.0,36.0
1180,완화/NNG;되돌/VV,0.1846411631793193,2.0,15.0,17.0
1181,인내/NNG,0.4373080180562824,6.0,19.0,25.0
1182,담겨/VV,0.4945745442303194,5.0,14.0,19.0
1183,분배금/NNG,0.3462021809612236,23.0,92.0,115.0
1184,저울질/NNG,0.4616029079482982,5.0,15.0,20.0
1185,과일/NNG,0.4846830533457131,21.0,60.0,81.0
1186,뜨겁/VA,0.738564652717277,48.0,90.0,138.0
1187,명문화/NNG,0.3956596353842556,4.0,14.0,18.0
1188,리그/NNG,0.266309369970172,5.0,26.0,31.0
1189,세븐/NNG,0.4616029079482981,9.0,27.0,36.0
1190,땅값/NNG,0.484683053345713,7.0,20.0,27.0
1191,밑돌/VV,0.6542903603487346,103.0,218.0,321.0
1192,보존/NNG,0.6391424879284128,6.0,13.0,19.0
1193,유통수익률/NNG,0.5539234895379578,8.0,20.0,28.0
1194,원주/NNG,0.6093158384917536,11.0,25.0,36.0
1195,착한/VA,0.4945745442303194,5.0,14.0,19.0
1196,지배/NNG,0.6924043619224473,26.0,52.0,78.0
1197,보호무역/NNG,0.3043535656801966,20.0,91.0,111.0
1198,대출/NNG;금리/NNG;인하/NNG,0.3590244839597874,7.0,27.0,34.0
1199,상위등급/NNG,0.5569339432854467,111.0,276.0,387.0
1200,조정국면/NNG,0.7201005363993451,39.0,75.0,114.0
1201,前轍/NNG,0.4214635246484461,7.0,23.0,30.0
1202,배당/NNG,0.5145139132071941,188.0,506.0,694.0
1203,증시주변자금/NNG,0.2077213085767341,3.0,20.0,23.0
1204,비춰/VV,0.5770036349353728,5.0,12.0,17.0
1205,하락/NNG;둔화/NNG,0.2967447265381916,3.0,14.0,17.0
1206,옥석/NNG,0.7225088993973362,24.0,46.0,70.0
1207,고부가가치/NNG,0.5641813319368089,11.0,27.0,38.0
1208,입지/NNG,0.7396137502353414,47.0,88.0,135.0
1209,지구/NNG,0.4039025444547608,21.0,72.0,93.0
1210,월세/NNG,0.5339021585908028,32.0,83.0,115.0
1211,약식/NNG,0.2769617447689789,4.0,20.0,24.0
1212,트로이카/NNG,0.180627224849334,3.0,23.0,26.0
1213,국채/NNG;금리/NNG;하락/NNG,0.7225088993973363,36.0,69.0,105.0
1214,실적/NNG;회복/NNG,0.7501047254159846,13.0,24.0,37.0
1215,입력/NNG,0.5128921199425535,10.0,27.0,37.0
1216,귀금속/NNG,0.7101583199204587,20.0,39.0,59.0
1217,프로그램매매/NNG,0.2967447265381916,3.0,14.0,17.0
1218,파장/NNG,0.5702153568773095,21.0,51.0,72.0
1219,금리/NNG;하방/NNG;경직/NNG,0.7553502130063061,6.0,11.0,17.0
1220,광업/NNG,0.7356796345426001,17.0,32.0,49.0
1221,물리/NNG,0.6700687373443037,15.0,31.0,46.0
1222,올바르/VA,0.5641813319368089,11.0,27.0,38.0
1223,재원/NNG,0.7671710301112561,118.0,213.0,331.0
1224,부동산/NNG;pf/NNG;부실/NNG;우려/NNG,0.5101926877323295,7.0,19.0,26.0
1225,안전/NNG,0.6366936661355836,80.0,174.0,254.0
1226,별순/NNG,0.6391424879284128,6.0,13.0,19.0
1227,상승곡선/NNG,0.5770036349353728,5.0,12.0,17.0
1228,의결권/NNG,0.5385367259396812,14.0,36.0,50.0
1229,노트/NNG,0.5702153568773095,7.0,17.0,24.0
1230,규제정책/NNG,0.5934894530763833,6.0,14.0,20.0
1231,사별/NNG,0.3846690899569151,10.0,36.0,46.0
1232,투자기회/NNG,0.598374139932979,35.0,81.0,116.0
1233,형식/NNG,0.4793568659463096,18.0,52.0,70.0
1234,재미/NNG,0.2769617447689789,4.0,20.0,24.0
1235,환율조작국/NNG,0.7347964657136175,26.0,49.0,75.0
1236,조망/NNG,0.5275461805123408,8.0,21.0,29.0
1237,근본/NNG,0.6330554166148089,16.0,35.0,51.0
1238,증권가/NNG,0.2909262024884232,25.0,119.0,144.0
1239,분주/NNG,0.4616029079482981,6.0,18.0,24.0
1240,독서실/NNG,0.5770036349353728,5.0,12.0,17.0
1241,수익/NNG;확보/NNG,0.6154705439310643,8.0,18.0,26.0
1242,관리목표/NNG,0.4508679566006633,14.0,43.0,57.0
1243,라인/NNG,0.4675977509086657,26.0,77.0,103.0
1244,그냥/MAG,0.7594112356568775,17.0,31.0,48.0
1245,주제/NNG,0.5585783087777726,48.0,119.0,167.0
1246,진단/NNG,0.6700687373443037,165.0,341.0,506.0
1247,딜링룸/NNG,0.4186631025577588,39.0,129.0,168.0
1248,통관/NNG,0.3665670151354133,9.0,34.0,43.0
1249,골자/NNG,0.6009547292157089,23.0,53.0,76.0
1250,아침/NNG,0.5702153568773095,14.0,34.0,48.0
1251,트리거/NNG,0.5758610534800552,84.0,202.0,286.0
1252,금리/NNG;낮/VV,0.671422411561161,32.0,66.0,98.0
1253,계약자/NNG,0.4747915624611066,12.0,35.0,47.0
1254,진공/NNG,0.2967447265381916,12.0,56.0,68.0
1255,헌법/NNG,0.5440319986533515,11.0,28.0,39.0
1256,임대주택/NNG,0.4196390072257256,10.0,33.0,43.0
1257,etn/NNG,0.2517834043354354,8.0,44.0,52.0
1258,소나/NNG,0.5148647819423326,29.0,78.0,107.0
1259,미수금/NNG,0.0955040499203375,2.0,29.0,31.0
1260,본다면/VV,0.6693242165250324,29.0,60.0,89.0
1261,폭풍/NNG,0.3195712439642064,9.0,39.0,48.0
1262,사내/NNG,0.5000698169439897,13.0,36.0,49.0
1263,약관/NNG,0.5294856885289303,13.0,34.0,47.0
1264,진영/NNG,0.532618739940344,10.0,26.0,36.0
1265,트리플약세/NNG,0.6924043619224473,6.0,12.0,18.0
1266,집값/NNG,0.7343682626450198,70.0,132.0,202.0
1267,비교/NNG,0.7579315886028051,694.0,1268.0,1962.0
1268,복수/NNG,0.4154426171534683,12.0,40.0,52.0
1269,천주/NNG,0.0477520249601687,1.0,29.0,30.0
1270,기채/NNG,0.4373080180562824,6.0,19.0,25.0
1271,유입액/NNG,0.7660644004248353,26.0,47.0,73.0
1272,접목/NNG,0.4072966834837925,5.0,17.0,22.0
1273,자구계획/NNG,0.4661732337695684,34.0,101.0,135.0
1274,리얼/NNG,0.6924043619224473,13.0,26.0,39.0
1275,출로/NNG,0.4616029079482982,5.0,15.0,20.0
1276,부가가치/NNG,0.7101583199204587,20.0,39.0,59.0
1277,기업가치/NNG,0.6438145821384159,53.0,114.0,167.0
1278,매장/NNG,0.6245215813418151,23.0,51.0,74.0
1279,이자/NNG;최대/NNG,0.3077352719655321,4.0,18.0,22.0
1280,고전/NNG,0.6924043619224474,11.0,22.0,33.0
