,words,polarity_score,count_up,count_down,total
424,국채선물/NNG,1.530891390149961,3343.0,3024.0,6367.0
425,매트릭스/NNG,1.846411631793193,16.0,12.0,28.0
426,국민연금기금/NNG,2.0772130857673416,12.0,8.0,20.0
427,불황형/NNG,1.846411631793193,16.0,12.0,28.0
428,월별/NNG,1.5644595853166647,209.0,185.0,394.0
429,만장일치/NNG,1.3143093706309723,261.0,275.0,536.0
430,내외/NNG;성장/NNG,1.523289596229384,11.0,10.0,21.0
431,금리/NNG;상승/NNG;모멘텀/NNG,1.9782981769212775,10.0,7.0,17.0
432,기법/NNG,1.6156101778190437,14.0,12.0,26.0
433,채권시장/NNG;긍정적/VAX,1.4771293054345545,16.0,15.0,31.0
434,강자/NNG,2.30801453974149,15.0,9.0,24.0
435,예상/NNG;넘/VV,1.5978562198210322,30.0,26.0,56.0
436,여수신/NNG,1.90411199528673,11.0,8.0,19.0
437,시시시/NNG,24.9265570292081,18.0,1.0,19.0
438,환매수/NNG,1.4576933935209415,40.0,38.0,78.0
439,선수/NNG,1.3848087238448945,10.0,10.0,20.0
440,쉽사리/MAG,1.3848087238448945,21.0,21.0,42.0
441,집단행동/NNG,1.4771293054345545,16.0,15.0,31.0
442,영업력/NNG,1.5579098143255063,9.0,8.0,17.0
443,무역대표부/NNG,1.3848087238448945,10.0,10.0,20.0
444,주택사업/NNG,2.4234152667285653,28.0,16.0,44.0
445,월금/NNG,2.123373376562172,23.0,15.0,38.0
446,금리/NNG;하락/NNG;제한적/VAX,1.7624838303480477,14.0,11.0,25.0
447,어감/NNG,1.7624838303480477,42.0,33.0,75.0
448,유로존/NNG;개선/NNG,1.90411199528673,11.0,8.0,19.0
449,리라/NNG,1.3707497520292105,195.0,197.0,392.0
450,주택가격/NNG;하락/NNG,1.5166952689729798,23.0,21.0,44.0
451,좌하/NNG,1.4837236326909584,15.0,14.0,29.0
452,밸류/NNG,1.4913324718329632,182.0,169.0,351.0
453,상승효과/NNG,1.8109037157971697,17.0,13.0,30.0
454,디커플링/NNG,2.117942754115721,52.0,34.0,86.0
455,협박/NNG,2.3739578123055334,12.0,7.0,19.0
456,금융시장/NNG;변동성/NNG;확대/NNG,1.3353512694218626,27.0,28.0,55.0
457,사회주의/NNG,2.769617447689789,14.0,7.0,21.0
458,일지/NNG,1.3848087238448945,20.0,20.0,40.0
459,수수수/MAG,1.5477273972384116,19.0,17.0,36.0
460,금리정상화/NNG,1.3967467300849368,117.0,116.0,233.0
461,제목/NNG,3.515283683606271,33.0,13.0,46.0
462,재건축/NNG,1.4280839964650474,66.0,64.0,130.0
463,신용스프레드/NNG;소폭/MAG;축소/NNG,1.5386763598276605,10.0,9.0,19.0
464,여겨졌/VV,1.3848087238448945,12.0,12.0,24.0
465,계열화/NNG,1.9782981769212775,10.0,7.0,17.0
466,상공/NNG,1.8793832680752136,19.0,14.0,33.0
467,gdp/NNG;예상/NNG;상회/NNG,2.769617447689789,12.0,6.0,18.0
468,달래/VV,1.63659212818033,13.0,11.0,24.0
469,나타난다고/VV,2.0002792677759587,13.0,9.0,22.0
470,숏커버링/NNG,1.3848087238448945,18.0,18.0,36.0
471,상환능력/NNG,1.6709262287715254,146.0,121.0,267.0
472,가근/NNG,3.000418901663938,39.0,18.0,57.0
473,수로/NNG,2.250314176247953,13.0,8.0,21.0
474,상장예비심사/NNG,3.3235409372277465,12.0,5.0,17.0
475,장소/NNG,1.3848087238448945,12.0,12.0,24.0
476,소급/NNG,1.6925439958104267,11.0,9.0,20.0
477,승부/NNG,2.9234850836725546,19.0,9.0,28.0
478,간격/NNG,1.4243746873833198,36.0,35.0,71.0
479,목표제/NNG,1.4662680605416532,18.0,17.0,35.0
480,연소득/NNG,1.827947515475261,33.0,25.0,58.0
481,약국/NNG,2.6157498117070226,17.0,9.0,26.0
482,자산부채/NNG,3.4620218096122364,165.0,66.0,231.0
483,에르/NNG,1.8883755325157652,15.0,11.0,26.0
484,역효과/NNG,1.3848087238448945,10.0,10.0,20.0
485,우스/NNG,5.262273150610598,19.0,5.0,24.0
486,회동/NNG,1.3848087238448945,18.0,18.0,36.0
487,은한/NNG,1.5978562198210322,15.0,13.0,28.0
488,낯선/VA,4.154426171534683,24.0,8.0,32.0
489,보유기업/NNG,3.80822399057346,22.0,8.0,30.0
490,스몰딜/NNG,1.3848087238448945,10.0,10.0,20.0
491,대내외/NNG;경기/NNG;불확실성/NNG,1.831521215407764,41.0,31.0,72.0
492,대략/NNG,1.569449887024214,17.0,15.0,32.0
493,대리인/NNG,2.4234152667285653,14.0,8.0,22.0
494,끼얹/VV,1.3848087238448945,20.0,20.0,40.0
495,민간/NNG;소비/NNG;회복/NNG,1.3155682876526495,19.0,20.0,39.0
496,자산/NNG;가격/NNG;상승/NNG,2.1865400902814125,30.0,19.0,49.0
497,예외/NNG,1.3378660552399826,57.0,59.0,116.0
498,기업금융/NNG,1.350188505748772,78.0,80.0,158.0
499,사도/NNG,1.8883755325157652,15.0,11.0,26.0
500,한번/MAG,1.4713592690852002,17.0,16.0,33.0
501,탄성/NNG,2.3541748305363206,17.0,10.0,27.0
502,총동원/NNG,3.3235409372277465,12.0,5.0,17.0
503,어울리/VV,1.6925439958104267,11.0,9.0,20.0
504,작성/NNG,1.3054856568475677,1366.0,1449.0,2815.0
505,건설/NNG;투자/NNG;부진/NNG,1.5579098143255063,9.0,8.0,17.0
506,수령/NNG,1.350188505748772,39.0,40.0,79.0
507,주보/NNG,1.3218628727610358,21.0,22.0,43.0
508,출현/NNG,1.333519511850639,26.0,27.0,53.0
509,패턴/NNG,1.7370423016869756,360.0,287.0,647.0
510,세기/NNG,2.6542167207027147,23.0,12.0,35.0
511,취임/NNG,1.441331528899788,102.0,98.0,200.0
512,비유동자산/NNG,4.154426171534683,15.0,5.0,20.0
513,통장/NNG,1.6945685699680944,93.0,76.0,169.0
514,코끼리/NNG,10.386065428836709,15.0,2.0,17.0
515,간월/NNG,2.1464535219595864,31.0,20.0,51.0
516,한매/NNG,6.996928288900519,96.0,19.0,115.0
517,준칙/NNG,1.3848087238448945,12.0,12.0,24.0
518,오일쇼크/NNG,1.926690398392897,32.0,23.0,55.0
519,단기물/NNG;약세/NNG,1.582638541537022,24.0,21.0,45.0
520,자본시장법/NNG,1.78046835922915,18.0,14.0,32.0
521,어떠/NNG,1.3075447177934625,1760.0,1864.0,3624.0
522,취업자/NNG,1.4947141781182989,136.0,126.0,262.0
523,자본증권/NNG,1.4672378145499476,89.0,84.0,173.0
524,산업/NNG;생산/NNG;부진/NNG,3.692823263586386,16.0,6.0,22.0
525,신용위험평가/NNG,3.0004189016639384,26.0,12.0,38.0
526,등급간/NNG,1.518284263492595,91.0,83.0,174.0
527,본원/NNG,1.4662680605416532,18.0,17.0,35.0
528,연연/NNG,1.5579098143255063,9.0,8.0,17.0
529,선택법/NNG,4.154426171534683,21.0,7.0,28.0
530,유념/NNG,1.6617704686138737,36.0,30.0,66.0
531,과잉/NNG,1.303349387148136,176.0,187.0,363.0
532,속하/VV,1.563493720470042,35.0,31.0,66.0
533,왜곡/NNG,1.8380188516486784,73.0,55.0,128.0
534,bbb+등급/NNG,1.3848087238448945,24.0,24.0,48.0
535,경기/NNG;호전/NNG,2.176127994613406,11.0,7.0,18.0
536,서경/NNG,1.700805345393394,183.0,149.0,332.0
537,매번/MAG,2.30801453974149,15.0,9.0,24.0
538,외화차입/NNG,2.0772130857673416,21.0,14.0,35.0
539,고등급/NNG,1.731010904806118,10.0,8.0,18.0
540,대체자산/NNG,3.264191991920109,33.0,14.0,47.0
541,양대/NNG,1.5579098143255063,9.0,8.0,17.0
542,내세운/VV,1.569449887024214,17.0,15.0,32.0
543,금리/NNG;낙폭/NNG;확대/NNG,1.7540910502035332,19.0,15.0,34.0
544,숙제/NNG,1.3245996488951166,22.0,23.0,45.0
545,하방/NNG;경직/NNG,1.3848087238448945,10.0,10.0,20.0
546,보장성보험/NNG,7.754928853531408,28.0,5.0,33.0
547,글로벌/NNG;경기/NNG;침체/NNG;우려/NNG,1.5579098143255063,9.0,8.0,17.0
548,가늠/NNG,1.5358787664461555,122.0,110.0,232.0
549,법정최고금리/NNG,2.49265570292081,18.0,10.0,28.0
550,장단기스프레드/NNG;축소/NNG,1.8464116317931925,56.0,42.0,98.0
551,매니페스토/NNG,22.156939581518312,16.0,1.0,17.0
552,무더기/NNG,1.3848087238448945,9.0,9.0,18.0
553,예치금/NNG,1.91929630146924,79.0,57.0,136.0
554,외부자금/NNG,1.7106460706319286,21.0,17.0,38.0
555,발행시장/NNG;호조/NNG,3.3235409372277465,12.0,5.0,17.0
556,야기/NNG,1.4558245558369405,123.0,117.0,240.0
557,자본/NNG;감소/NNG,3.6005026819967254,13.0,5.0,18.0
558,주주/NNG,1.6617704686138732,276.0,230.0,506.0
559,경과/NNG,1.367498614796833,79.0,80.0,159.0
560,심리/NNG;부담/NNG,1.5826385415370223,16.0,14.0,30.0
561,용어/NNG,1.3848087238448945,18.0,18.0,36.0
562,금리갭/NNG;축소/NNG,1.303349387148136,16.0,17.0,33.0
563,디폴트옵션/NNG,1.6995379792641887,27.0,22.0,49.0
564,연이/VV,1.325880693042984,90.0,94.0,184.0
565,행태/NNG,1.411961836077147,52.0,51.0,103.0
566,재무/NNG;부담/NNG;확대/NNG,1.4713592690852002,17.0,16.0,33.0
567,경제/NNG;호조/NNG,1.681553450383086,17.0,14.0,31.0
568,소비지/NNG,4.500628352495907,13.0,4.0,17.0
569,단호/NNG,1.6617704686138732,12.0,10.0,22.0
570,채권시장/NNG;우호적/VAX,1.5874636590417082,47.0,41.0,88.0
571,내수/NNG;확대/NNG,2.571787629997661,13.0,7.0,20.0
572,고성장/NNG,1.3155682876526495,38.0,40.0,78.0
573,다각도/NNG,3.3235409372277465,12.0,5.0,17.0
574,eps/NNG,1.3111486853425065,178.0,188.0,366.0
575,기인/NNG,1.3197762699626756,345.0,362.0,707.0
576,인플레이션/NNG;우려/NNG,1.8002513409983631,39.0,30.0,69.0
577,개방형펀드/NNG,15.925300324216286,23.0,2.0,25.0
578,전입액/NNG,5.219663651415371,49.0,13.0,62.0
579,비상장/NNG,5.9765429134358605,82.0,19.0,101.0
580,연방정부/NNG,2.019512722273804,105.0,72.0,177.0
581,신용위기/NNG,1.3848087238448945,24.0,24.0,48.0
582,우량자산/NNG,3.231220355638087,14.0,6.0,20.0
583,사업비/NNG,2.058499454364032,55.0,37.0,92.0
584,변경상장/NNG,3.6005026819967254,13.0,5.0,18.0
585,글로벌/NNG;경기/NNG;부진/NNG,1.3848087238448945,9.0,9.0,18.0
586,서부텍사스산원유/NNG;가격/NNG;오르/VV,2.4234152667285653,14.0,8.0,22.0
587,외연/NNG,2.176127994613406,11.0,7.0,18.0
588,과매도/NNG,2.829826522639567,47.0,23.0,70.0
589,전망/NNG;지지/NNG,1.5579098143255063,9.0,8.0,17.0
590,만호/NNG,1.731010904806118,10.0,8.0,18.0
591,국고채/NNG;입찰/NNG;호조/NNG,2.769617447689789,22.0,11.0,33.0
592,위험/NNG;축소/NNG,3.1652770830740447,16.0,7.0,23.0
593,엄격/NNG,3.571348814126307,49.0,19.0,68.0
594,협력업체/NNG,2.8388578838820333,41.0,20.0,61.0
595,초과유동성/NNG,6.924043619224472,20.0,4.0,24.0
596,투자수익률/NNG,1.4725782908491485,151.0,142.0,293.0
597,기본소득/NNG,1.731010904806118,10.0,8.0,18.0
598,꺼지/VV,1.8793832680752136,19.0,14.0,33.0
599,무화/NNG,2.3541748305363206,17.0,10.0,27.0
600,리볼빙/NNG,1.81090371579717,51.0,39.0,90.0
601,전망/NNG;하향/NNG;전망/NNG;하향/NNG,1.4402010727986905,26.0,25.0,51.0
602,듀레이션/NNG;증가/NNG,2.461882175724257,16.0,9.0,25.0
603,광산업/NNG,1.938732213382852,14.0,10.0,24.0
604,회자/NNG,1.4837236326909584,15.0,14.0,29.0
605,공상/NNG,4.616029079482981,30.0,9.0,39.0
606,경상/NNG;수지/NNG;적자/NNG,1.6156101778190437,14.0,12.0,26.0
607,몰아주/VV,4.747915624611067,24.0,7.0,31.0
608,지표/NNG;상승/NNG,1.3848087238448945,12.0,12.0,24.0
609,공방/NNG,1.3848087238448945,35.0,35.0,70.0
610,알려짐/VV,1.523289596229384,11.0,10.0,21.0
611,실험/NNG,1.6763474025490828,23.0,19.0,42.0
612,지출비중/NNG,2.769617447689789,22.0,11.0,33.0
613,차례차례/MAG,2.023951211773307,19.0,13.0,32.0
614,일계/NNG,3.0004189016639384,13.0,6.0,19.0
615,본토/NNG,1.6320959959600545,66.0,56.0,122.0
616,드레드/NNG,1.3848087238448945,31.0,31.0,62.0
617,월래/NNG,1.4837236326909584,45.0,42.0,87.0
618,dps/NNG,5.770036349353727,50.0,12.0,62.0
619,국의/NNG,1.3848087238448947,11.0,11.0,22.0
620,순응/NNG,2.967447265381917,15.0,7.0,22.0
621,순이익/NNG,1.4502598824345785,421.0,402.0,823.0
622,보육/NNG,1.9782981769212775,10.0,7.0,17.0
623,이해관계/NNG,1.563493720470042,35.0,31.0,66.0
624,논쟁/NNG,1.717162817567669,62.0,50.0,112.0
625,정부보증채/NNG,1.8002513409983627,13.0,10.0,23.0
626,분사/NNG,1.4477545749287537,23.0,22.0,45.0
627,산업은행/NNG,1.380687269309642,335.0,336.0,671.0
628,국고채/NNG;금리/NNG;인하/NNG,1.6925439958104267,11.0,9.0,20.0
629,유혹/NNG,2.571787629997661,13.0,7.0,20.0
630,매수강도/NNG,1.3452427603064687,34.0,35.0,69.0
631,교통공사/NNG,1.9618123587802672,17.0,12.0,29.0
632,소기업낙관지수/NNG,1.644460359565812,19.0,16.0,35.0
633,소프트/NNG,3.6005026819967254,13.0,5.0,18.0
634,위험가중자산/NNG,2.308014539741491,20.0,12.0,32.0
635,심판/NNG,2.571787629997661,13.0,7.0,20.0
636,경제/NNG;안정/NNG;성장/NNG,2.53881599371564,11.0,6.0,17.0
637,박자/NNG,1.6925439958104267,11.0,9.0,20.0
638,반격/NNG,1.5386763598276605,10.0,9.0,19.0
639,필라델피아제조업지수/NNG,2.49265570292081,18.0,10.0,28.0
640,공급/NNG;차질/NNG,1.8002513409983627,13.0,10.0,23.0
641,단일시장/NNG,4.747915624611067,24.0,7.0,31.0
642,덧붙여/VV,1.78046835922915,18.0,14.0,32.0
643,순발행금액/NNG,1.5680922314126011,77.0,68.0,145.0
644,기장/NNG,2.0002792677759587,13.0,9.0,22.0
645,식료품/NNG,1.4274182230401222,134.0,130.0,264.0
646,취급액/NNG,1.3848087238448945,40.0,40.0,80.0
647,수요예측/NNG;흥행/NNG;성공/NNG,2.769617447689789,14.0,7.0,21.0
648,국고채/NNG;통안채/NNG;스프레드/NNG;확대/NNG,6.28490113129606,59.0,13.0,72.0
649,세전이익/NNG,4.819134358980232,87.0,25.0,112.0
650,측정/NNG,1.3381297780973136,86.0,89.0,175.0
651,일변도/NNG,1.3848087238448947,11.0,11.0,22.0
652,중장기물/NNG,1.5428575455880615,205.0,184.0,389.0
653,권함/VV,1.5386763598276605,10.0,9.0,19.0
654,이렇/VA,1.3137928918528488,37.0,39.0,76.0
655,금융안정보고서/NNG,2.769617447689789,32.0,16.0,48.0
656,투자등급채/NNG,2.1675266981920087,36.0,23.0,59.0
657,코코/NNG,6.370120129686514,23.0,5.0,28.0
658,화이트리스트/NNG,1.582638541537022,24.0,21.0,45.0
659,플랜/NNG,1.5477273972384116,19.0,17.0,36.0
660,붉은색/NNG,1.4450177987946724,24.0,23.0,47.0
661,어렵/VA;금리/NNG;인하/NNG,1.3848087238448947,11.0,11.0,22.0
662,현금성자산/NNG,1.3540351966483413,88.0,90.0,178.0
663,금리/NNG;상단/NNG;제한/NNG,1.5386763598276605,10.0,9.0,19.0
664,bps/NNG,1.3078749058535115,85.0,90.0,175.0
665,발행가액/NNG,1.3848087238448945,10.0,10.0,20.0
666,채권/NNG;금리/NNG;급등/NNG,1.3155682876526495,19.0,20.0,39.0
667,정치/NNG;불확실성/NNG;확대/NNG,2.1541469037587246,14.0,9.0,23.0
668,계정/NNG,1.9567949358677856,130.0,92.0,222.0
669,지주/NNG,1.6746524102310354,260.0,215.0,475.0
670,하락/NNG;효과/NNG,1.4477545749287537,23.0,22.0,45.0
671,다트/NNG,1.569449887024214,17.0,15.0,32.0
672,채권시장/NNG;강세/NNG,1.3394051591286684,118.0,122.0,240.0
673,금리/NNG;넘/VV,1.704379967809101,16.0,13.0,29.0
674,세계화/NNG,2.1101847220493632,32.0,21.0,53.0
675,중시/NNG,1.6256450236440063,54.0,46.0,100.0
676,전통자산/NNG,2.769617447689789,12.0,6.0,18.0
677,달러자산/NNG,2.0772130857673416,15.0,10.0,25.0
678,저축/NNG,1.3795029432937649,260.0,261.0,521.0
679,기류/NNG,1.6156101778190437,14.0,12.0,26.0
680,접종/NNG,2.4234152667285653,28.0,16.0,44.0
681,재무/NNG;위험/NNG,1.3848087238448945,9.0,9.0,18.0
682,회계법인/NNG,1.3245996488951166,22.0,23.0,45.0
683,번주/NNG,3.27318425636066,26.0,11.0,37.0
684,연체율/NNG;상승/NNG,1.3848087238448945,16.0,16.0,32.0
685,국방비/NNG,2.4500462037255826,23.0,13.0,36.0
686,cds/NNG;스프레드/NNG;축소/NNG,1.523289596229384,11.0,10.0,21.0
687,인상/NNG;어렵/VA,3.6005026819967254,13.0,5.0,18.0
688,미사일/NNG,1.5780378481023216,49.0,43.0,92.0
689,국지/NNG,1.569449887024214,17.0,15.0,32.0
690,연매/NNG,3.0004189016639384,13.0,6.0,19.0
691,일부구간/NNG,3.877464426765704,14.0,5.0,19.0
692,국채입찰/NNG,1.6948405276907663,82.0,67.0,149.0
693,대리/NNG,1.5386763598276605,10.0,9.0,19.0
694,fed/NNG;자산/NNG;축소/NNG,1.7624838303480477,14.0,11.0,25.0
695,표하/VV,2.0772130857673416,12.0,8.0,20.0
696,실리/NNG,2.0002792677759587,13.0,9.0,22.0
697,돌이켜/VV,1.731010904806118,20.0,16.0,36.0
698,실물/NNG;경제/NNG;회복/NNG,1.8464116317931925,12.0,9.0,21.0
699,중증/NNG,1.9782981769212775,10.0,7.0,17.0
700,막연/NNG,1.603462732873036,22.0,19.0,41.0
701,글로벌/NNG;경기/NNG;둔화/NNG,1.3370566988847257,28.0,29.0,57.0
702,대담/NNG,1.5002094508319692,13.0,12.0,25.0
703,정책/NNG;불확실성/NNG;해소/NNG,3.3235409372277465,12.0,5.0,17.0
704,논하/VV,1.895001411577224,26.0,19.0,45.0
705,물가/NNG;상승률/NNG;높/VA,1.681553450383086,17.0,14.0,31.0
706,경기/NNG;불안/NNG,1.3848087238448947,11.0,11.0,22.0
707,추진력/NNG,1.4837236326909584,15.0,14.0,29.0
708,자금부족/NNG,3.077352719655321,20.0,9.0,29.0
709,일반공모/NNG,2.1926138127544164,19.0,12.0,31.0
710,경제/NNG;성장/NNG,1.316423107852554,77.0,81.0,158.0
711,변질/NNG,3.0004189016639384,13.0,6.0,19.0
712,영업외비용/NNG,3.6005026819967254,13.0,5.0,18.0
713,내각/NNG,2.3739578123055334,24.0,14.0,38.0
714,맴돌/VV,1.938732213382852,14.0,10.0,24.0
715,무너/VV,2.0259238737730865,79.0,54.0,133.0
716,경기/NNG;과열/NNG,1.5579098143255063,9.0,8.0,17.0
717,홍콩h주/NNG,1.4981112557958405,119.0,110.0,229.0
718,다가서/VV,1.5477273972384116,19.0,17.0,36.0
719,예상/NNG;금리/NNG;인상/NNG,2.308014539741491,20.0,12.0,32.0
720,만만/NNG,1.8752618135399612,65.0,48.0,113.0
721,도소매/NNG,1.5862354473132427,63.0,55.0,118.0
722,소관/NNG,2.1541469037587246,14.0,9.0,23.0
723,별주/NNG,51.23792278226109,74.0,2.0,76.0
724,상향/NNG;하향/NNG,1.5826385415370223,16.0,14.0,30.0
725,a등급/NNG,1.5732180740278734,501.0,441.0,942.0
726,정액/NNG,2.123373376562172,23.0,15.0,38.0
727,소프트패치/NNG,2.769617447689789,26.0,13.0,39.0
728,공모/NNG,1.463030137116468,505.0,478.0,983.0
729,마냥/MAG,1.4402010727986905,26.0,25.0,51.0
730,공무원연금/NNG,1.6925439958104267,11.0,9.0,20.0
731,디폴트/NNG;우려/NNG,1.731010904806118,10.0,8.0,18.0
732,긴축/NNG;효과/NNG,1.6617704686138732,12.0,10.0,22.0
733,공시이율/NNG,7.270245800185696,42.0,8.0,50.0
734,일관/NNG,1.3092737025442638,52.0,55.0,107.0
735,지리/NNG,1.9174274637852389,18.0,13.0,31.0
736,회전신용/NNG,2.0002792677759587,13.0,9.0,22.0
737,문턱/NNG,1.5826385415370223,32.0,28.0,60.0
738,외환규제/NNG,2.720159993266757,55.0,28.0,83.0
739,호반/NNG,2.275042903459469,46.0,28.0,74.0
740,세이프가드/NNG,1.6925439958104267,11.0,9.0,20.0
741,반정부/NNG,3.635122900092848,21.0,8.0,29.0
742,신규물/NNG,1.731010904806118,10.0,8.0,18.0
743,도심/NNG,1.481423285973608,46.0,43.0,89.0
744,호흡/NNG,1.6617704686138737,18.0,15.0,33.0
745,공산당/NNG,1.990662540527036,23.0,16.0,39.0
746,bbb등급/NNG,1.709178334835591,137.0,111.0,248.0
747,루피/NNG,1.591056831651581,270.0,235.0,505.0
748,불식/NNG,1.3848087238448945,16.0,16.0,32.0
749,그저/MAG,1.3848087238448945,12.0,12.0,24.0
750,불확실성/NNG;확대/NNG,1.3848087238448945,41.0,41.0,82.0
751,권고/NNG,1.3499707685280418,155.0,159.0,314.0
752,주전/NNG,1.4632681416264748,373.0,353.0,726.0
753,복사/NNG,1.9957537490705832,49.0,34.0,83.0
754,신계약/NNG,3.758766536150428,57.0,21.0,78.0
755,높/VA;증가/NNG,1.846411631793193,20.0,15.0,35.0
756,역내/NNG,1.4125048983217925,51.0,50.0,101.0
757,지급여력/NNG,1.6617704686138732,12.0,10.0,22.0
758,소득대체율/NNG,10.386065428836709,15.0,2.0,17.0
759,하드/NNG,11.078469790759156,16.0,2.0,18.0
760,임대업/NNG,1.5107004260126122,48.0,44.0,92.0
761,우려/NNG;낮/VA,1.8883755325157652,15.0,11.0,26.0
762,속내/NNG,1.90411199528673,11.0,8.0,19.0
763,cd/NNG;금리/NNG;상승/NNG,1.7492320722251298,24.0,19.0,43.0
764,물가/NNG;충격/NNG,2.343522455737514,22.0,13.0,35.0
765,선회/NNG,1.7584872683744692,80.0,63.0,143.0
766,대출/NNG;줄/VV,2.176127994613406,11.0,7.0,18.0
767,보유세/NNG,2.176127994613406,11.0,7.0,18.0
768,하단/NNG;지지/NNG,1.4576933935209415,20.0,19.0,39.0
769,등락폭/NNG,1.7624838303480477,14.0,11.0,25.0
770,시정/NNG,1.3848087238448945,13.0,13.0,26.0
771,자이/NNG,1.3848087238448945,13.0,13.0,26.0
772,차별/NNG,1.3540351966483413,88.0,90.0,178.0
773,생산설비/NNG,1.7310109048061182,30.0,24.0,54.0
774,월비/NNG,1.335933121826839,82.0,85.0,167.0
775,인민/NNG,4.327527262015295,25.0,8.0,33.0
776,회색/NNG,2.0772130857673416,18.0,12.0,30.0
777,물가/NNG;상승/NNG;압력/NNG,1.6785560289029025,40.0,33.0,73.0
778,동그라미/NNG,1.3848087238448945,35.0,35.0,70.0
779,언제/MAG,1.472733087263618,67.0,63.0,130.0
780,위험/NNG;우려/NNG,2.6157498117070226,17.0,9.0,26.0
781,오성/NNG,1.4067898146995754,64.0,63.0,127.0
782,ndf시장/NNG,2.1926138127544164,19.0,12.0,31.0
783,단속/NNG,2.30801453974149,15.0,9.0,24.0
784,한참/NNG,2.2660506390189186,18.0,11.0,29.0
785,갈수록/MAG,1.4095374510564105,171.0,168.0,339.0
786,고찰/NNG,1.9782981769212775,20.0,14.0,34.0
787,템플/NNG,4.431387916303662,16.0,5.0,21.0
788,광명/NNG,4.98531140584162,36.0,10.0,46.0
789,계절성/NNG,1.3271083603513574,46.0,48.0,94.0
790,기대/NNG;강세/NNG,1.8883755325157652,15.0,11.0,26.0
791,전략/NNG,1.8711325458207555,2851.0,2110.0,4961.0
792,신청서/NNG,1.7624838303480477,14.0,11.0,25.0
793,아웃풋갭/NNG,2.007972649575097,29.0,20.0,49.0
794,살피/VV,1.6560599171753378,232.0,194.0,426.0
795,채권/NNG;선호/NNG,1.3848087238448945,10.0,10.0,20.0
796,종신/NNG,1.3848087238448945,25.0,25.0,50.0
797,재고율/NNG,1.895001411577224,26.0,19.0,45.0
798,나래/NNG,1.3848087238448947,22.0,22.0,44.0
799,소문/NNG,1.8793832680752136,19.0,14.0,33.0
800,전망/NNG;긍정적/VAX,1.6156101778190437,21.0,18.0,39.0
801,발행주식수/NNG,4.98531140584162,18.0,5.0,23.0
802,단단/NNG,2.343522455737514,22.0,13.0,35.0
803,일으켰/VV,1.5386763598276605,10.0,9.0,19.0
804,지인/NNG,1.3848087238448945,13.0,13.0,26.0
805,열악/NNG,1.3848087238448945,13.0,13.0,26.0
806,질의/NNG,3.4224558460738104,173.0,70.0,243.0
807,기업/NNG;실적/NNG;부진/NNG,2.250314176247953,13.0,8.0,21.0
808,수출입금융/NNG,1.467897247275588,53.0,50.0,103.0
809,스모/NNG,1.4007260654982845,88.0,87.0,175.0
810,풋옵션/NNG,1.4771293054345545,16.0,15.0,31.0
811,주춤/MAG,1.415244080412914,186.0,182.0,368.0
812,입법화/NNG,2.236998707749445,21.0,13.0,34.0
813,조립/NNG,1.63659212818033,13.0,11.0,24.0
814,보완자본/NNG,2.1926138127544164,38.0,24.0,62.0
815,단기/NNG;금리/NNG;상승/NNG,1.743833207804682,34.0,27.0,61.0
816,보입니다/VV,2.1865400902814125,30.0,19.0,49.0
817,어음/NNG,1.6011850869456592,37.0,32.0,69.0
818,바이백/NNG,3.1340407960700243,129.0,57.0,186.0
819,벌거벗/VV,41.54426171534684,30.0,1.0,31.0
820,매달/MAG,1.411961836077147,52.0,51.0,103.0
821,국고채/NNG;수익률/NNG;하락/NNG,1.8793832680752136,19.0,14.0,33.0
822,직책/NNG,2.0772130857673416,18.0,12.0,30.0
823,노령화/NNG,1.3848087238448945,9.0,9.0,18.0
824,공동주택/NNG,2.5099658119688715,29.0,16.0,45.0
825,자금사정/NNG,3.494993445894257,53.0,21.0,74.0
826,실성/NNG,3.9236247175605343,17.0,6.0,23.0
827,타국/NNG,1.3848087238448945,14.0,14.0,28.0
828,스몰캡/NNG,1.3848087238448947,11.0,11.0,22.0
829,대내외/NNG;불확실성/NNG,1.5445943458269975,29.0,26.0,55.0
830,매도헤지/NNG,1.3848087238448945,14.0,14.0,28.0
831,디플레이션갭/NNG,1.5002094508319692,52.0,48.0,100.0
832,산식/NNG,1.3415334512247414,31.0,32.0,63.0
833,건보/NNG,4.98531140584162,18.0,5.0,23.0
834,개구리/NNG,3.231220355638087,21.0,9.0,30.0
835,내부거래/NNG,10.15526397486256,22.0,3.0,25.0
836,적기시정조치/NNG,2.769617447689789,12.0,6.0,18.0
837,불평등/NNG,11.42467197172038,33.0,4.0,37.0
838,선형/NNG,1.5002094508319692,13.0,12.0,25.0
839,부동산/NNG;가격/NNG;하락/NNG,1.4662680605416532,18.0,17.0,35.0
840,외화증권/NNG,2.2660506390189186,18.0,11.0,29.0
841,물가/NNG;상승/NNG;압력/NNG;높/VA,1.3848087238448945,10.0,10.0,20.0
842,김영란법/NNG,2.53881599371564,11.0,6.0,17.0
843,긴축/NNG;전환/NNG,1.4507519964089373,22.0,21.0,43.0
844,민간/NNG;소비/NNG;둔화/NNG,1.9782981769212775,10.0,7.0,17.0
845,이직률/NNG,2.0772130857673416,12.0,8.0,20.0
846,하락/NNG;부정적/VAX,1.9618123587802672,17.0,12.0,29.0
847,남동/NNG,2.53881599371564,11.0,6.0,17.0
848,보험자산/NNG,1.8716555408216151,173.0,128.0,301.0
