words,count_up,count_down,total,polarity_score
상장채권/NNG,14.0,9.0,23.0,2.1541469037587246
유통시장/NNG,371.0,364.0,735.0,1.411439660841912
연기금/NNG,529.0,544.0,1073.0,1.3466246597682892
주택담보/NNG,14.0,11.0,25.0,1.7624838303480477
예산정책처/NNG,12.0,8.0,20.0,2.0772130857673416
최대/NNG;상승/NNG,11.0,7.0,18.0,2.176127994613406
자동/NNG,116.0,87.0,203.0,1.846411631793193
소각/NNG,21.0,14.0,35.0,2.0772130857673416
상치/NNG,64.0,57.0,121.0,1.5548729530890044
원천징수/NNG,18.0,14.0,32.0,1.78046835922915
유효경쟁/NNG,390.0,411.0,801.0,1.314052073721433
이념/NNG,17.0,7.0,24.0,3.363106900766172
약화/NNG;우려/NNG,10.0,8.0,18.0,1.731010904806118
행정/NNG,68.0,64.0,132.0,1.4713592690852002
사격/NNG,16.0,10.0,26.0,2.215693958151831
선수금/NNG,26.0,26.0,52.0,1.3848087238448945
우수기업/NNG,16.0,6.0,22.0,3.692823263586386
시장조성자/NNG,14.0,4.0,18.0,4.846830533457131
엔지니어링/NNG,31.0,25.0,56.0,1.717162817567669
대상기업/NNG,62.0,66.0,128.0,1.3008809223997493
비대칭/NNG,27.0,15.0,42.0,2.49265570292081
탄생/NNG,19.0,20.0,39.0,1.3155682876526495
개헌/NNG,9.0,8.0,17.0,1.5579098143255063
기대/NNG;줄/VV,10.0,9.0,19.0,1.5386763598276605
아웃퍼폼/NNG,146.0,119.0,265.0,1.6990090225323915
필연/NNG,18.0,18.0,36.0,1.3848087238448945
분양대금/NNG,12.0,7.0,19.0,2.3739578123055334
자본/NNG,1547.0,1634.0,3181.0,1.3110765580098236
관리비/NNG,11.0,7.0,18.0,2.176127994613406
결손/NNG,18.0,17.0,35.0,1.4662680605416532
자산계정/NNG,20.0,5.0,25.0,5.539234895379577
선발행/NNG,35.0,11.0,46.0,4.406209575870119
물가안정목표제/NNG,47.0,41.0,88.0,1.5874636590417082
스퀴즈/NNG,16.0,2.0,18.0,11.078469790759156
잔치/NNG,13.0,5.0,18.0,3.6005026819967254
대부업/NNG,51.0,24.0,75.0,2.9427185381704013
평점/NNG,9.0,9.0,18.0,1.3848087238448945
수출경합도/NNG,10.0,10.0,20.0,1.3848087238448945
일감/NNG,25.0,8.0,33.0,4.327527262015295
뉘앙스/NNG,23.0,13.0,36.0,2.4500462037255826
제조업/NNG;부진/NNG,16.0,16.0,32.0,1.3848087238448945
시가평가/NNG,38.0,19.0,57.0,2.769617447689789
변이/NNG,26.0,14.0,40.0,2.571787629997661
버티/VV,37.0,39.0,76.0,1.3137928918528488
급등락/NNG,29.0,20.0,49.0,2.007972649575097
사직서/NNG,11.0,6.0,17.0,2.53881599371564
계절조정/NNG,76.0,78.0,154.0,1.3493008078488715
척결/NNG,17.0,6.0,23.0,3.9236247175605343
다주택자/NNG,15.0,15.0,30.0,1.3848087238448945
직급/NNG,174.0,71.0,245.0,3.39375659083115
잃어버린/VV,14.0,12.0,26.0,1.6156101778190437
자본잉여금/NNG,17.0,14.0,31.0,1.681553450383086
내전/NNG,19.0,11.0,30.0,2.391942341186636
저작물/NNG,260.0,272.0,532.0,1.3237142213223256
어렵/VA;금리/NNG;인상/NNG,12.0,7.0,19.0,2.3739578123055334
유상증자/NNG,138.0,130.0,268.0,1.4700277222353495
두루/MAG,9.0,9.0,18.0,1.3848087238448945
불황/NNG,111.0,102.0,213.0,1.5069977288900325
가열/NNG,11.0,9.0,20.0,1.6925439958104267
강경/NNG,59.0,39.0,98.0,2.0949670437653536
전전월/NNG,16.0,16.0,32.0,1.3848087238448945
전선/NNG,109.0,98.0,207.0,1.540246437745852
모기지/NNG;금리/NNG;상승/NNG,14.0,13.0,27.0,1.4913324718329632
윤현/NNG,40.0,23.0,63.0,2.4083629979911207
국고채/NNG;통안채/NNG;스프레드/NNG;축소/NNG,48.0,24.0,72.0,2.769617447689789
수출/NNG;확대/NNG,12.0,11.0,23.0,1.5107004260126122
대부/NNG,69.0,46.0,115.0,2.0772130857673416
통화정책/NNG;불확실성/NNG;해소/NNG,25.0,5.0,30.0,6.924043619224471
재부/NNG,11.0,10.0,21.0,1.523289596229384
인플레이션/NNG;부담/NNG,17.0,17.0,34.0,1.3848087238448945
절하/NNG,427.0,392.0,819.0,1.5084523599024744
외화대출/NNG,11.0,8.0,19.0,1.90411199528673
용인/NNG,76.0,79.0,155.0,1.3322210507874934
금리/NNG;상승/NNG;하락/NNG,22.0,21.0,43.0,1.4507519964089373
견실/NNG,73.0,71.0,144.0,1.4238174202912297
파괴/NNG,22.0,19.0,41.0,1.603462732873036
공연/NNG,9.0,9.0,18.0,1.3848087238448945
일본채/NNG,64.0,56.0,120.0,1.5826385415370223
보험료/NNG,166.0,109.0,275.0,2.108974753745436
대지진/NNG,12.0,7.0,19.0,2.3739578123055334
미칠지/VV,19.0,18.0,37.0,1.4617425418362773
재정/NNG;확장/NNG,12.0,10.0,22.0,1.6617704686138732
자가/NNG,22.0,20.0,42.0,1.523289596229384
자재/NNG,56.0,42.0,98.0,1.8464116317931925
경기/NNG;선행/NNG;지수/NNG;상승/NNG,18.0,15.0,33.0,1.6617704686138737
예금채권/NNG,120.0,81.0,201.0,2.0515684797702143
여겨진다/VV,18.0,19.0,37.0,1.3119240541688475
통안채/NNG;하락/NNG,11.0,11.0,22.0,1.3848087238448947
가계/NNG;부채/NNG;증가/NNG;지정학/NNG;위험/NNG,12.0,12.0,24.0,1.3848087238448945
기상/NNG,16.0,15.0,31.0,1.4771293054345545
금융거래세/NNG,25.0,5.0,30.0,6.924043619224471
도매업/NNG,19.0,10.0,29.0,2.631136575305299
부품/NNG,379.0,240.0,619.0,2.186843776405063
금년도/NNG,36.0,32.0,68.0,1.5579098143255063
불법/NNG,94.0,67.0,161.0,1.942865970767464
금리/NNG;하단/NNG,86.0,91.0,177.0,1.308720332424845
순현금/NNG,18.0,15.0,33.0,1.6617704686138737
맥락/NNG,75.0,74.0,149.0,1.403522355248204
고용/NNG;부진/NNG,35.0,31.0,66.0,1.563493720470042
시험/NNG,27.0,23.0,50.0,1.6256450236440063
엑스/NNG,30.0,16.0,46.0,2.596516357209177
수시/NNG,45.0,45.0,90.0,1.3848087238448945
부정적/VAX;하락/NNG,15.0,9.0,24.0,2.30801453974149
조화/NNG,16.0,12.0,28.0,1.846411631793193
예정이율/NNG,92.0,4.0,96.0,31.85060064843257
서프라이즈/NNG,157.0,163.0,320.0,1.3338341695929352
베일인/NNG,42.0,15.0,57.0,3.877464426765705
잡아가/VV,15.0,10.0,25.0,2.0772130857673416
열쇠/NNG,19.0,12.0,31.0,2.1926138127544164
금리/NNG;상승/NNG;부담/NNG,17.0,14.0,31.0,1.681553450383086
법안/NNG,180.0,147.0,327.0,1.6956841516468095
국고채/NNG;발행/NNG;감소/NNG,15.0,10.0,25.0,2.0772130857673416
판매비율/NNG,14.0,9.0,23.0,2.1541469037587246
묶여/VV,16.0,13.0,29.0,1.704379967809101
채권시장/NNG;부담/NNG,21.0,21.0,42.0,1.3848087238448945
재정자금/NNG,11.0,10.0,21.0,1.523289596229384
살필/VV,12.0,8.0,20.0,2.0772130857673416
드레드레/MAG,31.0,31.0,62.0,1.3848087238448945
대주단/NNG,45.0,45.0,90.0,1.3848087238448945
ebitda/NNG,388.0,406.0,794.0,1.3234132631818205
무림/NNG,32.0,24.0,56.0,1.846411631793193
대륙/NNG,18.0,6.0,24.0,4.154426171534683
공시기준/NNG,19.0,11.0,30.0,2.391942341186636
복병/NNG,20.0,18.0,38.0,1.5386763598276605
임금/NNG;상승률/NNG;높/VA,12.0,6.0,18.0,2.769617447689789
안보리/NNG,12.0,12.0,24.0,1.3848087238448945
하락국면/NNG,22.0,21.0,43.0,1.4507519964089373
금리/NNG;오르/VV;않/VX,10.0,10.0,20.0,1.3848087238448945
위성/NNG,11.0,11.0,22.0,1.3848087238448947
주효/NNG,15.0,10.0,25.0,2.0772130857673416
bb등급/NNG,35.0,17.0,52.0,2.851076784386547
목표/NNG,3431.0,2934.0,6365.0,1.619386070726596
소속/NNG,66.0,66.0,132.0,1.3848087238448945
언젠가/MAG,28.0,23.0,51.0,1.6858540985937844
부정부패/NNG,14.0,8.0,22.0,2.4234152667285653
국제화/NNG,22.0,4.0,26.0,7.61644798114692
치예/NNG,63.0,57.0,120.0,1.5305780631969883
안정/NNG;상승/NNG,17.0,14.0,31.0,1.681553450383086
녹록/NNG,30.0,26.0,56.0,1.5978562198210322
관광객/NNG,48.0,45.0,93.0,1.477129305434554
순우/NNG,103.0,24.0,127.0,5.943137439834339
동두천/NNG,30.0,28.0,58.0,1.4837236326909584
부족액/NNG,13.0,11.0,24.0,1.63659212818033
유지비/NNG,19.0,4.0,23.0,6.577841438263248
국가부도위험/NNG,11.0,11.0,22.0,1.3848087238448947
회전율/NNG,22.0,21.0,43.0,1.4507519964089373
신용등급/NNG;상향/NNG,47.0,48.0,95.0,1.355958542098126
소매/NNG;판매/NNG;부진/NNG,11.0,6.0,17.0,2.53881599371564
파동/NNG,16.0,7.0,23.0,3.1652770830740447
듀레이션/NNG;길/VA,15.0,9.0,24.0,2.30801453974149
전공의/NNG,19.0,20.0,39.0,1.3155682876526495
상향/NNG;전망/NNG;상향/NNG,23.0,24.0,47.0,1.3271083603513574
거래처/NNG,17.0,11.0,28.0,2.1401589368512006
자산효과/NNG,25.0,17.0,42.0,2.0364834174189625
적체/NNG,10.0,7.0,17.0,1.9782981769212775
재무/NNG;안정성/NNG;개선/NNG,28.0,24.0,52.0,1.6156101778190437
roe/NNG,140.0,137.0,277.0,1.415133002469235
비고/NNG,72.0,67.0,139.0,1.488152658460185
보험금/NNG,51.0,39.0,90.0,1.81090371579717
집약/NNG,9.0,8.0,17.0,1.5579098143255063
경기/NNG;상승/NNG,28.0,24.0,52.0,1.6156101778190437
주전주전/MAG,9.0,9.0,18.0,1.3848087238448945
위기감/NNG,28.0,21.0,49.0,1.8464116317931925
통화정책/NNG;금리/NNG;인하/NNG,10.0,10.0,20.0,1.3848087238448945
에스티/NNG,15.0,10.0,25.0,2.0772130857673416
리보금리/NNG,76.0,34.0,110.0,3.095454794476823
관리국/NNG,14.0,5.0,19.0,3.877464426765704
다급/NNG,14.0,4.0,18.0,4.846830533457131
팔라듐/NNG,11.0,8.0,19.0,1.90411199528673
지준율/NNG;인상/NNG,18.0,8.0,26.0,3.1158196286510127
중국발/NNG,42.0,44.0,86.0,1.3218628727610358
괜찮/VA,36.0,35.0,71.0,1.4243746873833198
여전/NNG,677.0,581.0,1258.0,1.613623934669524
edi/NNG,15.0,9.0,24.0,2.30801453974149
네모/NNG,17.0,16.0,33.0,1.4713592690852002
소원/NNG,34.0,33.0,67.0,1.426772624567467
예탁/NNG,50.0,29.0,79.0,2.3876012480084388
메자닌/NNG,16.0,5.0,21.0,4.431387916303662
삭감/NNG,100.0,91.0,191.0,1.5217678284009828
투자/NNG;수요/NNG;감소/NNG,9.0,8.0,17.0,1.5579098143255063
금회/NNG,17.0,12.0,29.0,1.9618123587802672
헬리콥터머니/NNG,14.0,5.0,19.0,3.877464426765704
기대/NNG;확대/NNG,19.0,8.0,27.0,3.288920719131624
강수량/NNG,24.0,4.0,28.0,8.308852343069367
융합/NNG,14.0,11.0,25.0,1.7624838303480477
터널/NNG,10.0,7.0,17.0,1.9782981769212775
재료/NNG,750.0,731.0,1481.0,1.4208023842457878
사의/NNG,24.0,16.0,40.0,2.0772130857673416
채권시장/NNG;금리/NNG;상승/NNG,24.0,20.0,44.0,1.6617704686138732
염려/NNG,26.0,18.0,44.0,2.0002792677759587
본부/NNG,1757.0,1849.0,3606.0,1.3159053151949591
쏟아진/VV,10.0,10.0,20.0,1.3848087238448945
발효/NNG,33.0,26.0,59.0,1.7576418418031354
불합격/NNG,16.0,4.0,20.0,5.539234895379578
경기/NNG;하방/NNG;위험/NNG;확대/NNG,10.0,9.0,19.0,1.5386763598276605
확충/NNG,350.0,336.0,686.0,1.442509087338432
상승룸/NNG,11.0,6.0,17.0,2.53881599371564
만기상환/NNG,23.0,22.0,45.0,1.4477545749287537
범죄/NNG,40.0,25.0,65.0,2.215693958151831
재량/NNG,34.0,15.0,49.0,3.138899774048428
다분히/MAG,35.0,23.0,58.0,2.1073176232422304
거래비중/NNG,52.0,38.0,90.0,1.895001411577224
잠재/NNG;성장/NNG,15.0,11.0,26.0,1.8883755325157652
세계/NNG;경제/NNG;회복/NNG,23.0,24.0,47.0,1.3271083603513574
성장기여도/NNG,93.0,98.0,191.0,1.3141552175262772
원론/NNG,79.0,45.0,124.0,2.431108648527704
의제/NNG,35.0,12.0,47.0,4.039025444547609
발행세/NNG,25.0,21.0,46.0,1.6485818141010646
발달/NNG,34.0,25.0,59.0,1.8833398644290564
응답기업/NNG,10.0,7.0,17.0,1.9782981769212775
정책조합/NNG,22.0,14.0,36.0,2.176127994613406
복지부/NNG,16.0,2.0,18.0,11.078469790759156
실업률/NNG;상승/NNG,22.0,23.0,45.0,1.3245996488951166
감세정책/NNG,38.0,38.0,76.0,1.3848087238448945
부통령/NNG,17.0,18.0,35.0,1.3078749058535113
비용/NNG;높/VA,11.0,7.0,18.0,2.176127994613406
보험/NNG,1831.0,1705.0,3536.0,1.4871464946392974
하이일드/NNG,520.0,495.0,1015.0,1.4547485583825157
경제/NNG;지표/NNG;혼조/NNG,9.0,8.0,17.0,1.5579098143255063
상관관계/NNG,151.0,159.0,310.0,1.3151328132111892
수혜업종/NNG,10.0,9.0,19.0,1.5386763598276605
국회의원/NNG,26.0,25.0,51.0,1.4402010727986905
추경안/NNG,14.0,14.0,28.0,1.3848087238448945
카플란/NNG,9.0,9.0,18.0,1.3848087238448945
중장기영역/NNG,55.0,49.0,104.0,1.5543771390095753
주의깊/VA,30.0,30.0,60.0,1.3848087238448945
통화정책방향결정회의/NNG,17.0,10.0,27.0,2.3541748305363206
객관/NNG,23.0,24.0,47.0,1.3271083603513574
액면가/NNG,26.0,21.0,47.0,1.7145250866651076
티어/NNG,15.0,7.0,22.0,2.967447265381917
탕감/NNG,19.0,13.0,32.0,2.023951211773307
나스/VV,96.0,54.0,150.0,2.4618821757242566
당부/NNG,213.0,201.0,414.0,1.467483871537127
종사자/NNG,39.0,15.0,54.0,3.6005026819967263
행정처분/NNG,10.0,8.0,18.0,1.731010904806118
휴식/NNG,12.0,8.0,20.0,2.0772130857673416
커버리지비율/NNG,43.0,36.0,79.0,1.6540770868147348
할부금융/NNG,48.0,38.0,86.0,1.7492320722251298
가액/NNG,38.0,35.0,73.0,1.503506614460171
허위/NNG,14.0,10.0,24.0,1.938732213382852
폐업/NNG,46.0,47.0,93.0,1.3553447084439394
말년/NNG,16.0,1.0,17.0,22.156939581518312
고용률/NNG,97.0,94.0,191.0,1.4290047469463274
결의/NNG,39.0,39.0,78.0,1.3848087238448947
전망/NNG;경기/NNG;부양/NNG,12.0,7.0,19.0,2.3739578123055334
폐쇄/NNG,204.0,202.0,406.0,1.3985197013087054
외화부채/NNG,17.0,12.0,29.0,1.9618123587802672
힘쓸/VV,11.0,6.0,17.0,2.53881599371564
선물환/NNG,165.0,90.0,255.0,2.53881599371564
코리아디스카운트/NNG,22.0,17.0,39.0,1.7921054073286873
조국/NNG,18.0,17.0,35.0,1.4662680605416532
리프트/NNG,17.0,3.0,20.0,7.847249435121069
수령액/NNG,16.0,4.0,20.0,5.539234895379578
부정적/VAX;안정/NNG;부정적/VAX,17.0,10.0,27.0,2.3541748305363206
벌어들인/VV,12.0,7.0,19.0,2.3739578123055334
디딤돌/NNG,23.0,20.0,43.0,1.5925300324216285
손익분기/NNG,23.0,16.0,39.0,1.990662540527036
원전사태/NNG,17.0,1.0,18.0,23.541748305363203
플러스/NNG;성장/NNG,11.0,7.0,18.0,2.176127994613406
기우/NNG,36.0,8.0,44.0,6.231639257302025
한하/VV,44.0,34.0,78.0,1.7921054073286873
파산제도/NNG,17.0,1.0,18.0,23.541748305363203
생활권/NNG,21.0,15.0,36.0,1.9387322133828528
미/NNG;금리/NNG;상승/NNG,45.0,40.0,85.0,1.5579098143255063
양키본드/NNG,19.0,2.0,21.0,13.155682876526496
하락/NNG;금리/NNG;하락/NNG,14.0,5.0,19.0,3.877464426765704
가릴/VV,10.0,7.0,17.0,1.9782981769212775
통방문구/NNG,15.0,8.0,23.0,2.596516357209177
상반/NNG,99.0,89.0,188.0,1.5404052096701637
차분/NNG,12.0,10.0,22.0,1.6617704686138732
휴지기/NNG,34.0,29.0,63.0,1.6235688486457385
여론/NNG,72.0,62.0,134.0,1.608164969626329
가격/NNG;부담/NNG;인식/NNG;높/VA,17.0,1.0,18.0,23.541748305363203
유동자산/NNG,75.0,15.0,90.0,6.924043619224473
접어드/VV,17.0,9.0,26.0,2.6157498117070226
거짓말/NNG,21.0,1.0,22.0,29.080983200742786
진료/NNG,29.0,27.0,56.0,1.487387147833405
대답/NNG,15.0,11.0,26.0,1.8883755325157652
방역/NNG,54.0,16.0,70.0,4.673729442976518
세계/NNG;교역/NNG;신장/NNG,12.0,12.0,24.0,1.3848087238448945
일민/NNG,33.0,29.0,62.0,1.5758168236855696
채권/NNG;금리/NNG;하락/NNG;압력/NNG,12.0,8.0,20.0,2.0772130857673416
환율효과/NNG,10.0,9.0,19.0,1.5386763598276605
위험자산/NNG;상승/NNG,15.0,12.0,27.0,1.7310109048061182
진심/NNG,10.0,7.0,17.0,1.9782981769212775
중국a주/NNG,18.0,4.0,22.0,6.231639257302025
잉여/NNG,44.0,39.0,83.0,1.5623483038250094
fed/NNG;완화/NNG,23.0,23.0,46.0,1.3848087238448945
부동산펀드/NNG,20.0,17.0,37.0,1.62918673393517
국채선물/NNG;순매도/NNG;전환/NNG;수급/NNG;부담/NNG,16.0,5.0,21.0,4.431387916303662
주택/NNG;지표/NNG;부진/NNG,10.0,7.0,17.0,1.9782981769212775
끈적/NNG,21.0,17.0,38.0,1.7106460706319286
부실채권/NNG,212.0,218.0,430.0,1.3466947222711818
예상/NNG;웃돌/VV,55.0,55.0,110.0,1.3848087238448945
대회/NNG,30.0,30.0,60.0,1.3848087238448945
외환위기/NNG,106.0,109.0,215.0,1.3466947222711818
발행재개/NNG,14.0,14.0,28.0,1.3848087238448945
후강퉁/NNG,13.0,12.0,25.0,1.5002094508319692
일반회계/NNG,12.0,8.0,20.0,2.0772130857673416
금융지주사/NNG,20.0,13.0,33.0,2.130474959761376
매달/NNG,11.0,6.0,17.0,2.53881599371564
글로벌/NNG;교역/NNG;감소/NNG,11.0,8.0,19.0,1.90411199528673
야당/NNG,48.0,47.0,95.0,1.4142727392458496
활성/NNG,13.0,9.0,22.0,2.0002792677759587
저유가/NNG,103.0,90.0,193.0,1.5848366506224902
유통량/NNG,13.0,4.0,17.0,4.500628352495907
기초/NNG,392.0,386.0,778.0,1.4063342480497372
반년/NNG,21.0,16.0,37.0,1.817561450046424
링크/NNG,24.0,25.0,49.0,1.3294163748910983
귀환/NNG,11.0,8.0,19.0,1.90411199528673
수익성/NNG;하락/NNG,20.0,17.0,37.0,1.62918673393517
펼쳐질/VV,9.0,9.0,18.0,1.3848087238448945
국무총리/NNG,13.0,9.0,22.0,2.0002792677759587
영업이익/NNG;감소/NNG,13.0,11.0,24.0,1.63659212818033
기울일/VV,37.0,33.0,70.0,1.5526643267351847
만기금액/NNG,350.0,333.0,683.0,1.455504664701841
대보/NNG,12.0,5.0,17.0,3.3235409372277465
우발채무/NNG,69.0,72.0,141.0,1.3271083603513572
확립/NNG,19.0,14.0,33.0,1.8793832680752136
아제/NNG,90.0,87.0,177.0,1.4325607488050631
신용/NNG;하락/NNG,9.0,9.0,18.0,1.3848087238448945
구성비중/NNG,21.0,9.0,30.0,3.231220355638087
정유/NNG,279.0,222.0,501.0,1.740367720507773
급여/NNG,157.0,140.0,297.0,1.552964068883203
기대/NNG;약화/NNG,29.0,24.0,53.0,1.673310541312581
종류별/NNG,84.0,53.0,137.0,2.19479118496172
총계/NNG,30.0,19.0,49.0,2.1865400902814125
관세청/NNG,38.0,27.0,65.0,1.9489900557817037
베팅/NNG,944.0,568.0,1512.0,2.3015130903337684
신호탄/NNG,17.0,13.0,30.0,1.8109037157971697
미침/VV,13.0,9.0,22.0,2.0002792677759587
행정리/NNG,14.0,3.0,17.0,6.462440711276174
정확도/NNG,9.0,9.0,18.0,1.3848087238448945
입안자/NNG,17.0,7.0,24.0,3.363106900766172
금리/NNG;인하/NNG;기대/NNG;살/VV,12.0,6.0,18.0,2.769617447689789
석실/NNG,34.0,24.0,58.0,1.9618123587802672
빈곤/NNG,20.0,6.0,26.0,4.616029079482982
외화자산/NNG,14.0,4.0,18.0,4.846830533457131
매수주체/NNG,40.0,42.0,82.0,1.318865451280852
증권/NNG,4255.0,4435.0,8690.0,1.3286045366313477
발판/NNG,20.0,19.0,39.0,1.4576933935209415
하향/NNG;상향/NNG,10.0,9.0,19.0,1.5386763598276605
환금성/NNG,11.0,9.0,20.0,1.6925439958104267
기습/NNG,16.0,9.0,25.0,2.461882175724257
투자/NNG;둔화/NNG,11.0,10.0,21.0,1.523289596229384
경제장관회의/NNG,14.0,5.0,19.0,3.877464426765704
자산/NNG;가격/NNG;하락/NNG,12.0,10.0,22.0,1.6617704686138732
사업비율/NNG,55.0,17.0,72.0,4.480263518321718
샐러드/NNG,11.0,11.0,22.0,1.3848087238448947
신용등급/NNG;하락/NNG,36.0,35.0,71.0,1.4243746873833198
부도/NNG,156.0,138.0,294.0,1.5654359486942286
신계약비/NNG,16.0,2.0,18.0,11.078469790759156
트렌드분석/NNG,24.0,2.0,26.0,16.617704686138733
fed/NNG;자산/NNG;매입/NNG;축소/NNG,13.0,13.0,26.0,1.3848087238448945
인구구조/NNG,48.0,51.0,99.0,1.303349387148136
한계기업/NNG,87.0,65.0,152.0,1.8535132149923972
미/NNG;금리/NNG;급등/NNG,24.0,12.0,36.0,2.769617447689789
제이차/NNG,63.0,36.0,99.0,2.423415266728565
정책/NNG;강화/NNG,14.0,13.0,27.0,1.4913324718329632
g7/NNG,62.0,66.0,128.0,1.3008809223997493
상고하저/NNG,32.0,16.0,48.0,2.769617447689789
판로/NNG,15.0,8.0,23.0,2.596516357209177
재정승수/NNG,22.0,13.0,35.0,2.343522455737514
이메일/NNG,176.0,77.0,253.0,3.1652770830740447
연금보험/NNG,16.0,10.0,26.0,2.215693958151831
다행히/MAG,26.0,25.0,51.0,1.4402010727986905
상하방/NNG;위험/NNG,13.0,13.0,26.0,1.3848087238448945
하단/NNG,627.0,628.0,1255.0,1.3826036144120204
녹색산업/NNG,14.0,4.0,18.0,4.846830533457131
말미암/VV,10.0,8.0,18.0,1.731010904806118
적절/NNG,537.0,523.0,1060.0,1.4218781734315649
우려/NNG;아니/VCN,9.0,9.0,18.0,1.3848087238448945
보정/NNG,32.0,10.0,42.0,4.431387916303662
여천/NNG,49.0,52.0,101.0,1.3049159128538428
영업외수익/NNG,23.0,7.0,30.0,4.550085806918939
에너지산업/NNG,14.0,13.0,27.0,1.4913324718329632
처해/VV,11.0,11.0,22.0,1.3848087238448947
물가/NNG;압력/NNG,27.0,24.0,51.0,1.5579098143255063
막판/NNG,103.0,109.0,212.0,1.3085807206974691
중위수/NNG,18.0,4.0,22.0,6.231639257302025
휴장/NNG,88.0,92.0,180.0,1.3245996488951166
유익/NNG,14.0,8.0,22.0,2.4234152667285653
에너지기업/NNG,73.0,65.0,138.0,1.5552467206258047
앞서간/VV,14.0,11.0,25.0,1.7624838303480477
외부/NNG;압력/NNG,38.0,31.0,69.0,1.6975074679389026
부동산/NNG;안정/NNG,11.0,10.0,21.0,1.523289596229384
집세/NNG,30.0,27.0,57.0,1.5386763598276605
돌아온/VV,15.0,15.0,30.0,1.3848087238448945
절대/MAG;금리/NNG;매력/NNG;높/VA,17.0,11.0,28.0,2.1401589368512006
탄핵안/NNG,15.0,11.0,26.0,1.8883755325157652
각오/NNG,16.0,7.0,23.0,3.1652770830740447
수도/NNG,52.0,55.0,107.0,1.3092737025442638
오해/NNG,29.0,19.0,48.0,2.1136554206053653
체력/NNG,45.0,39.0,84.0,1.5978562198210322
안정성/NNG;높/VA,21.0,21.0,42.0,1.3848087238448945
경제/NNG;지표/NNG;양호/NNG,14.0,11.0,25.0,1.7624838303480477
장병/NNG,12.0,9.0,21.0,1.8464116317931925
소비/NNG;진작/NNG,13.0,13.0,26.0,1.3848087238448945
매출/NNG;확대/NNG,14.0,11.0,25.0,1.7624838303480477
모여/VV,15.0,11.0,26.0,1.8883755325157652
토빈세/NNG,54.0,20.0,74.0,3.738983554381215
한미fta/NNG,22.0,18.0,40.0,1.6925439958104267
계속기업/NNG,11.0,11.0,22.0,1.3848087238448947
허리/NNG,14.0,4.0,18.0,4.846830533457131
주리/NNG,173.0,69.0,242.0,3.472056655437199
정치/NNG;위험/NNG;확대/NNG,13.0,10.0,23.0,1.8002513409983627
연정/NNG,140.0,82.0,222.0,2.3643075772961613
공급/NNG;증가/NNG,19.0,18.0,37.0,1.4617425418362773
상향/NNG;안정/NNG,16.0,15.0,31.0,1.4771293054345545
공기/NNG,15.0,10.0,25.0,2.0772130857673416
보간법/NNG,30.0,31.0,61.0,1.3401374746886074
말잔/NNG,29.0,14.0,43.0,2.868532356535853
불어넣/VV,14.0,13.0,27.0,1.4913324718329632
와중/NNG,45.0,44.0,89.0,1.416281649386824
허리케인/NNG,47.0,28.0,75.0,2.324500357882501
해운/NNG,268.0,261.0,529.0,1.4219491877028034
농업/NNG,86.0,51.0,137.0,2.335167651973743
구두/NNG,41.0,42.0,83.0,1.3518370875628731
중위값/NNG,25.0,22.0,47.0,1.573646277096471
포천/NNG,35.0,27.0,62.0,1.795122419798937
적자전환/NNG,41.0,20.0,61.0,2.8388578838820333
청라/NNG,17.0,4.0,21.0,5.885437076340801
내수/NNG;개선/NNG,15.0,9.0,24.0,2.30801453974149
현저/NNG,33.0,24.0,57.0,1.90411199528673
경쟁심/NNG,35.0,27.0,62.0,1.795122419798937
지속성/NNG,110.0,84.0,194.0,1.8134399955111715
월물간/NNG,22.0,9.0,31.0,3.3850879916208534
디플레이션갭/NNG;축소/NNG,12.0,11.0,23.0,1.5107004260126122
인구증가/NNG,9.0,9.0,18.0,1.3848087238448945
단기/NNG;금리/NNG;급등/NNG,14.0,14.0,28.0,1.3848087238448945
첨언/NNG,246.0,139.0,385.0,2.4508125616247773
투자/NNG;수요/NNG;많/VA,10.0,8.0,18.0,1.731010904806118
내수/NNG;부양/NNG,17.0,11.0,28.0,2.1401589368512006
높/VA;상승/NNG,21.0,14.0,35.0,2.0772130857673416
똑같/VA,12.0,11.0,23.0,1.5107004260126122
기간프리미엄/NNG,72.0,37.0,109.0,2.6947629220765514
분양/NNG,289.0,307.0,596.0,1.303614727007083
관성/NNG,17.0,13.0,30.0,1.8109037157971697
신흥국/NNG;성장/NNG,11.0,10.0,21.0,1.523289596229384
정치/NNG;불안/NNG,23.0,21.0,44.0,1.5166952689729798
질의응답/NNG,10.0,8.0,18.0,1.731010904806118
북한리스크/NNG,90.0,70.0,160.0,1.78046835922915
합산비율/NNG,27.0,4.0,31.0,9.347458885953037
경기/NNG;불확실성/NNG,33.0,30.0,63.0,1.5232895962293842
사회안전망/NNG,12.0,9.0,21.0,1.8464116317931925
이성/NNG,15.0,6.0,21.0,3.4620218096122364
글로벌/NNG;불확실성/NNG,14.0,13.0,27.0,1.4913324718329632
소비/NNG;완만/NNG;증가/NNG,12.0,6.0,18.0,2.769617447689789
투자대상/NNG,60.0,55.0,115.0,1.5107004260126122
가점/NNG,12.0,11.0,23.0,1.5107004260126122
동조성/NNG,15.0,5.0,20.0,4.154426171534683
곳곳/NNG,30.0,24.0,54.0,1.7310109048061182
공백/NNG,124.0,110.0,234.0,1.5610571068796992
